Song Name	Sad Dream (Easy) by UNDEAD CORPORATION
148.750	300.000000
148.900	300.000000
149.194	300.000000
150.094	300.000000
151.226	300.000000
151.303	300.000000
152.205	300.000000
152.505	300.000000
153.110	300.000000
153.710	300.000000


Song Data
0.388	1	1	1
0.988	2	2	1
1.318	3	4	2
1.918	4	4	3
1.918	5	2	1
2.218	6	1	2
2.818	7	1	3
2.818	8	3	1
3.118	9	4	1
3.418	10	2	1
4.018	11	3	1
4.318	12	2	1
4.618	13	1	2
5.218	14	1	3
5.218	15	3	1
5.518	16	4	2
6.118	17	4	3
6.118	18	2	2
6.718	19	2	3
6.718	20	3	1
7.168	21	1	1
7.618	22	4	1
7.918	23	2	1
8.218	24	1	1
8.518	25	3	1
8.968	26	2	1
9.418	27	4	1
9.868	28	1	1
10.307	29	3	1
10.607	30	3	1
10.907	31	4	1
11.207	32	2	1
11.507	33	3	1
11.657	34	1	1
11.957	35	3	1
12.257	36	4	2
12.707	37	4	3
12.707	38	2	2
13.007	39	2	3
13.007	40	4	1
13.307	41	1	1
13.607	42	2	1
13.907	43	3	1
14.057	44	1	1
14.357	45	4	1
14.657	46	2	2
15.107	47	2	3
15.107	48	4	2
15.407	49	4	3
15.407	50	2	1
15.707	51	3	1
16.007	52	2	1
16.307	53	4	1
16.457	54	1	1
16.757	55	2	1
17.057	56	3	2
17.507	57	3	3
17.507	58	1	2
17.807	59	1	3
17.807	60	3	1
18.107	61	2	1
18.407	62	3	1
18.707	63	4	1
18.857	64	1	1
19.157	65	3	1
19.607	66	2	2
19.907	67	2	3
19.907	68	4	2
20.207	69	4	3
20.207	70	1	1
20.507	71	3	1
20.807	72	1	1
21.107	73	2	1
21.257	74	4	1
21.557	75	2	1
21.857	76	3	2
22.307	77	3	3
22.307	78	1	2
22.607	79	1	3
22.607	80	3	1
22.907	81	2	1
23.207	82	4	1
23.517	83	3	1
23.667	84	1	1
23.937	85	3	1
24.270	86	2	2
24.710	87	2	3
24.710	88	4	2
25.010	89	4	3
25.010	90	2	1
25.307	91	3	1
25.607	92	2	1
25.907	93	1	1
26.057	94	4	1
26.357	95	1	1
26.657	96	4	2
27.107	97	4	3
27.107	98	2	2
27.407	99	2	3
27.407	100	4	1
27.707	101	2	1
28.015	102	3	1
28.326	103	4	1
28.476	104	1	1
28.776	105	4	1
30.420	106	3	1
30.720	107	1	1
31.020	108	2	1
31.320	109	4	2
31.770	110	4	3
31.770	111	2	1
32.070	112	3	1
32.370	113	3	2
32.820	114	3	3
32.820	115	1	1
33.407	116	2	1
34.020	117	3	1
34.620	118	4	1
35.220	119	1	1
35.520	120	2	2
35.970	121	2	3
35.970	122	4	2
36.404	123	4	3
36.404	124	2	1
36.704	125	3	2
37.154	126	3	3
37.154	127	1	2
37.604	128	1	3
37.604	129	3	1
38.213	130	4	1
38.519	131	1	1
38.813	132	3	1
39.113	133	2	1
39.419	134	3	1
39.717	135	4	1
40.012	136	1	1
40.324	137	2	2
40.928	138	2	3
40.928	139	4	2
41.378	140	4	3
41.378	141	1	1
41.678	142	2	1
41.978	143	3	2
42.428	144	3	3
42.428	145	1	2
43.028	146	1	3
43.028	147	4	1
43.628	148	3	1
44.227	149	2	1
44.819	150	1	1
45.119	151	3	1
45.569	152	4	2
46.019	153	4	3
46.019	154	2	1
46.319	155	3	1
46.619	156	1	1
46.919	157	2	1
47.353	158	4	1
47.803	159	2	1
48.119	160	3	1
48.419	161	1	1
48.719	162	1	1
49.019	163	1	1
49.319	164	4	2
49.769	165	4	3
49.769	166	2	1
50.219	167	3	2
50.669	168	3	3
50.669	169	1	1
51.119	170	2	1
51.419	171	2	1
51.719	172	4	1
52.169	173	4	1
52.469	174	1	1
52.769	175	2	2
53.201	176	2	3
53.201	177	3	1
53.501	178	2	1
53.801	179	4	1
54.107	180	1	2
54.557	181	1	3
54.557	182	3	1
55.005	183	2	2
55.452	184	2	3
55.452	185	4	1
55.889	186	1	1
56.209	187	2	1
56.509	188	3	1
56.959	189	1	1
57.259	190	4	1
57.706	191	4	1
58.006	192	2	1
58.306	193	3	1
58.606	194	1	1
58.915	195	4	2
59.360	196	4	3
59.360	197	2	1
59.810	198	3	2
60.260	199	3	3
60.260	200	1	1
60.710	201	2	1
61.010	202	3	1
61.321	203	4	1
61.771	204	4	1
62.065	205	2	1
62.365	206	3	2
62.815	207	3	3
62.815	208	1	1
63.115	209	4	1
63.415	210	2	1
63.715	211	1	2
64.171	212	1	3
64.171	213	3	1
64.616	214	2	2
65.066	215	2	3
65.066	216	4	1
65.505	217	2	1
65.805	218	3	1
66.111	219	1	1
66.540	220	1	1
67.001	221	3	2
67.460	222	3	3
68.510	223	4	2
68.960	224	4	3
68.960	225	1	1
69.410	226	2	2
70.010	227	2	3
70.010	228	4	1
70.310	229	1	1
70.610	230	4	2
71.210	231	4	3
71.210	232	2	1
71.510	233	3	1
71.805	234	2	2
72.405	235	2	3
72.405	236	4	1
72.699	237	2	1
72.993	238	1	2
73.593	239	1	3
73.593	240	3	1
73.893	241	4	1
74.193	242	4	1
74.493	243	4	1
74.943	244	2	2
75.393	245	2	3
75.393	246	3	1
75.693	247	4	2
76.143	248	4	3
76.143	249	1	1
76.443	250	3	1
76.593	251	2	1
77.193	252	1	2
77.793	253	1	3
77.793	254	3	1
78.093	255	4	2
78.693	256	4	3
78.693	257	2	1
78.993	258	1	2
79.601	259	1	3
79.601	260	4	1
79.901	261	2	1
80.201	262	4	1
80.801	263	1	1
81.101	264	3	1
81.416	265	1	2
82.016	266	1	3
82.016	267	3	1
82.316	268	2	1
82.906	269	4	1
83.206	270	1	1
83.506	271	2	1
83.806	272	4	1
84.115	273	1	1
84.415	274	3	1
84.715	275	2	1
85.028	276	3	1
85.324	277	4	2
85.774	278	4	3
85.774	279	1	2
86.218	280	1	3
86.218	281	4	2
86.668	282	4	3
86.668	283	1	2
87.112	284	1	3
87.112	285	3	1
87.712	286	4	1
88.012	287	2	1
88.312	288	3	1
88.462	289	1	1
88.762	290	3	1
89.062	291	4	2
89.512	292	4	3
89.512	293	2	2
89.812	294	2	3
89.812	295	4	1
90.112	296	1	1
90.412	297	2	1
90.712	298	3	1
90.862	299	1	1
91.162	300	4	1
91.462	301	2	2
91.912	302	2	3
91.912	303	4	2
92.212	304	4	3
92.212	305	2	1
92.512	306	3	1
92.812	307	2	1
93.112	308	4	1
93.262	309	1	1
93.562	310	2	1
93.862	311	3	2
94.312	312	3	3
94.312	313	1	2
94.612	314	1	3
94.612	315	3	1
94.912	316	2	1
95.212	317	3	1
95.493	318	4	1
95.649	319	1	1
95.961	320	3	1
96.253	321	2	2
96.703	322	2	3
96.703	323	4	2
97.003	324	4	3
97.003	325	1	1
97.311	326	3	1
97.911	327	2	2
98.511	328	2	3
98.511	329	4	1
99.111	330	3	1
99.711	331	1	1
100.311	332	3	1
100.904	333	2	1
101.504	334	3	1
102.104	335	1	1
102.704	336	4	1
103.304	337	2	2
103.904	338	2	3
103.904	339	3	1
104.504	340	4	1
104.804	341	1	1
105.104	342	2	1
105.404	343	3	1
105.704	344	4	1
106.154	345	2	1
106.904	346	4	2
107.354	347	4	3
107.354	348	2	1
107.804	349	3	2
108.254	350	3	3
108.254	351	1	1
108.704	352	2	1
109.004	353	2	1
109.304	354	4	1
109.754	355	4	1
110.054	356	1	1
110.354	357	2	2
110.804	358	2	3
110.804	359	3	1
111.104	360	2	1
111.404	361	4	1
111.704	362	1	2
112.154	363	1	3
112.154	364	3	1
112.604	365	2	2
113.047	366	2	3
113.047	367	4	1
113.497	368	1	1
113.794	369	2	1
114.111	370	3	1
114.561	371	1	1
114.861	372	4	1
115.311	373	4	1
115.611	374	2	1
115.911	375	3	1
116.211	376	1	1
116.511	377	4	2
116.961	378	4	3
116.961	379	2	1
117.411	380	3	2
117.861	381	3	3
117.861	382	1	1
118.311	383	2	1
118.611	384	3	1
118.911	385	4	1
119.361	386	4	1
119.661	387	1	1
119.961	388	3	2
120.411	389	3	3
120.411	390	1	1
120.711	391	4	1
121.011	392	2	1
121.311	393	1	2
121.761	394	1	3
121.761	395	3	1
122.211	396	2	2
122.661	397	2	3
122.661	398	4	1
123.111	399	2	1
123.411	400	3	1
123.711	401	1	1
124.161	402	1	1
124.611	403	3	2
124.911	404	3	3
124.911	405	1	1
125.211	406	4	1
125.511	407	1	1
125.811	408	2	1
126.111	409	4	2
126.561	410	4	3
126.561	411	1	1
127.011	412	2	2
127.611	413	2	3
127.611	414	4	1
127.911	415	1	1
128.211	416	4	2
128.811	417	4	3
128.811	418	2	1
129.111	419	3	1
129.411	420	2	2
130.011	421	2	3
130.011	422	4	1
130.311	423	2	1
130.611	424	1	2
131.211	425	1	3
131.211	426	3	1
131.511	427	4	1
131.811	428	4	1
132.111	429	4	1
132.561	430	2	2
133.011	431	2	3
133.011	432	3	1
133.311	433	4	2
133.761	434	4	3
133.761	435	1	1
134.061	436	3	1
134.211	437	2	1
134.811	438	1	2
135.411	439	1	3
135.411	440	3	1
135.711	441	4	2
136.311	442	4	3
136.311	443	2	1
136.611	444	1	2
137.211	445	1	3
137.211	446	4	1
137.511	447	2	1
137.811	448	4	1
138.411	449	1	1
138.711	450	3	1
139.011	451	1	2
139.611	452	1	3
139.611	453	3	1
139.911	454	2	1
140.511	455	4	1
140.818	456	1	1
141.118	457	2	1
141.411	458	4	1
141.711	459	1	1
142.011	460	3	1
142.311	461	2	1
142.611	462	3	1
142.911	463	4	2
143.361	464	4	3
143.361	465	1	2
143.811	466	1	3
143.811	467	4	2
144.261	468	4	3
144.261	469	1	2
144.711	470	1	3
144.711	471	3	1
145.311	472	2	1
145.750	473	3	1
146.195	474	1	1
146.795	475	4	1
147.095	476	4	1
147.395	477	2	1
147.695	478	3	1
148.145	479	2	1
148.609	480	4	1
149.194	481	1	1
149.494	482	1	1
149.794	483	3	1
150.094	484	2	1
150.544	485	3	1
150.994	486	1	1
151.603	487	4	1
151.903	488	4	1
152.203	489	2	1
152.505	490	1	1
152.955	491	3	1
153.410	492	1	2
154.610	493	1	3
153.410	494	4	2
154.610	495	4	3
