Song Name	Revolutionary Etude by Frederic Chopin (Performed by Rousseau)
51.034	193	4	1
51.034	194	2	1
52.370	195	3	1
52.370	196	1	1
52.734	197	2	1
52.734	198	1	1
52.901	199	3	1
52.901	200	4	1
54.249	201	1	1
54.249	202	2	1
54.586	203	3	1
54.586	204	1	1
54.754	205	4	1
54.754	206	2	1
56.063	207	3	1
56.063	208	1	1
56.390	209	2	1
56.390	210	1	1
56.579	211	4	1
56.579	212	3	1
57.953	213	1	1
57.953	214	2	1
58.296	215	1	1
58.296	216	3	1
58.483	217	2	1
58.483	218	4	1
59.878	219	1	1
59.878	220	3	1
60.227	221	2	1
60.227	222	1	1
60.388	223	3	1
60.388	224	4	1
60.988	225	3	1
60.988	226	2	1
61.828	227	1	1
61.828	228	2	1
62.188	229	1	1
62.188	230	3	1
62.339	231	4	1
62.339	232	2	1
62.894	233	3	1
62.894	234	2	1
66.019	235	3	1
66.019	236	4	1
66.900	237	4	1
66.900	238	1	1
67.358	239	4	1
67.358	240	2	1
67.815	241	3	1
67.815	242	1	1
68.703	243	1	1
69.592	244	4	1
69.592	245	3	1
70.481	246	4	1
70.481	247	2	1
70.926	248	3	1
70.926	249	1	1
71.370	250	3	1
71.370	251	1	1
72.693	252	2	1
72.693	253	1	1
73.024	254	1	1
73.202	255	3	1
73.202	256	4	1
73.545	257	2	1
73.660	258	1	1
73.889	259	4	1
74.118	260	3	1
74.347	261	2	1
74.576	262	1	1
74.805	263	4	1
75.034	264	3	1
75.263	265	2	1
75.492	266	1	1
75.721	267	4	1
75.950	268	3	1
76.179	269	2	1
76.293	270	1	1
76.293	271	4	1
76.637	272	2	1
76.866	273	3	1
76.866	274	4	1
77.209	275	2	1
77.324	276	1	1
77.553	277	4	1
77.782	278	3	1
78.011	279	2	1
78.240	280	1	1
78.469	281	4	1
78.698	282	3	1
78.925	283	2	1
79.152	284	1	1
79.379	285	4	1
79.607	286	3	1
79.834	287	2	1
79.948	288	4	1
79.948	289	1	1
80.402	290	2	1
80.587	291	3	1
80.587	292	4	1
81.048	293	4	1
81.279	294	3	1
81.510	295	2	1
81.740	296	1	1
81.971	297	4	1
82.202	298	3	1
82.433	299	2	1
82.663	300	1	1
82.894	301	4	1
83.125	302	3	1
83.356	303	2	1
83.587	304	1	1
83.817	305	3	1
84.048	306	2	1
84.279	307	1	1
84.510	308	4	1
84.718	309	3	1
84.926	310	2	1
85.135	311	1	1
85.343	312	4	1
85.573	313	3	1
85.804	314	2	1
86.035	315	1	1
86.266	316	4	1
86.458	317	3	1
86.650	318	2	1
86.842	319	1	1
87.035	320	4	1
87.227	321	3	1
87.419	322	2	1
87.612	323	1	1
87.804	324	4	1
89.506	325	2	1
90.363	326	3	1
90.577	327	1	1
90.577	328	4	1
90.791	329	3	1
90.791	330	2	1
91.006	331	1	1
91.006	332	4	1
91.378	333	2	1
91.378	334	1	1
91.469	335	3	1
91.469	336	4	1
92.651	337	3	1
92.651	338	1	1
92.793	339	2	1
92.793	340	4	1
93.164	341	1	1
93.287	342	3	1
93.287	343	4	1
94.153	344	1	1
94.153	345	4	1
94.401	346	2	1
94.401	347	3	1
94.648	348	1	1
94.648	349	4	1
94.772	350	3	1
94.772	351	2	1
94.896	352	4	1
94.896	353	1	1
95.267	354	1	1
95.267	355	2	1
95.390	356	4	1
95.390	357	3	1
96.560	358	3	1
96.560	359	1	1
96.666	360	2	1
96.666	361	4	1
96.985	362	1	1
97.154	363	3	1
97.154	364	4	1
98.005	365	2	1
98.856	366	3	1
98.856	367	4	1
99.349	368	2	1
99.349	369	1	1
100.040	370	3	1
100.237	371	3	1
100.434	372	3	1
100.632	373	4	1
100.632	374	2	1
100.824	375	3	1
100.824	376	1	1
100.920	377	4	1
100.920	378	2	1
101.016	379	1	1
101.016	380	3	1
101.401	381	1	1
101.401	382	2	1
101.978	383	3	1
102.170	384	3	1
102.362	385	2	1
102.362	386	1	1
102.458	387	4	1
102.458	388	3	1
102.555	389	2	1
102.555	390	1	1
102.843	391	3	1
102.939	392	2	1
102.939	393	4	1
103.393	394	3	1
103.393	395	1	1
104.474	396	2	1
104.474	397	3	1
104.573	398	4	1
104.573	399	1	1
105.020	400	2	1
105.020	401	1	1
106.308	402	4	1
107.908	403	2	1
108.765	404	3	1
108.951	405	1	1
108.951	406	4	1
109.137	407	3	1
109.137	408	2	1
109.324	409	1	1
109.324	410	4	1
109.510	411	2	1
109.510	412	3	1
109.883	413	2	1
109.883	414	1	1
109.957	415	3	1
109.957	416	4	1
111.135	417	3	1
111.135	418	1	1
111.242	419	4	1
111.242	420	2	1
111.566	421	1	1
111.675	422	4	1
111.675	423	3	1
112.541	424	4	1
112.541	425	1	1
112.761	426	3	1
112.761	427	2	1
112.982	428	1	1
112.982	429	4	1
113.129	430	3	1
113.129	431	2	1
113.276	432	1	1
113.276	433	4	1
113.423	434	3	1
113.423	435	2	1
113.754	436	1	1
113.754	437	2	1
113.864	438	4	1
113.864	439	3	1
115.051	440	3	1
115.051	441	1	1
115.158	442	4	1
115.158	443	2	1
115.519	444	1	1
115.639	445	3	1
115.639	446	4	1
117.431	447	4	1
117.431	448	3	1
118.368	449	3	1
118.368	450	2	1
118.833	451	2	1
118.833	452	1	1
119.181	453	2	1
119.181	454	4	1
119.298	455	1	1
119.298	456	3	1
120.180	457	4	1
120.180	458	1	1
121.082	459	4	1
121.082	460	3	1
121.984	461	3	1
121.984	462	2	1
122.464	463	1	1
122.464	464	2	1
122.787	465	2	1
122.787	466	4	1
122.895	467	3	1
122.895	468	1	1
123.758	469	2	1
123.758	470	3	1
124.660	471	4	1
124.660	472	1	1
126.464	473	4	1
126.464	474	1	1
127.367	475	2	1
127.367	476	3	1
128.194	477	4	1
128.546	478	1	1
128.546	479	3	1
129.429	480	2	1
130.223	481	1	1
130.311	482	2	1
130.488	483	3	1
130.752	484	4	1
130.952	485	2	1
131.327	486	3	1
131.420	487	4	1
131.889	488	1	1
132.401	489	2	1
132.401	490	4	1
135.627	491	2	1
135.627	492	4	1
136.327	493	1	1
136.527	494	3	1
139.141	495	4	1
139.261	496	1	1
139.261	497	3	1
141.261	498	4	1
141.261	499	1	1
142.228	500	4	1
142.228	501	3	1
143.280	502	2	1
143.280	503	3	1
145.203	504	1	1
145.203	505	3	1
146.211	506	4	1
146.211	507	1	1
146.715	508	3	1
146.715	509	4	1
147.327	510	3	1
147.327	511	2	1
147.807	512	3	1
147.807	513	4	1
148.027	514	1	1
148.027	515	2	1
148.137	516	4	1
148.137	517	3	1
148.248	518	2	1
148.248	519	1	1
148.468	520	4	1
148.689	521	3	1
148.909	522	2	1
149.130	523	1	1
149.351	524	4	1
149.571	525	3	1
149.755	526	2	1
149.939	527	1	1
150.123	528	4	1
150.307	529	3	1
150.491	530	2	1
150.675	531	1	1
150.859	532	4	1
151.043	533	1	2
151.704	534	1	3
151.043	535	2	2
151.704	536	2	3
152.145	537	4	2
152.807	538	4	3
152.145	539	1	2
152.807	540	1	3
153.196	541	4	1
153.196	542	3	1
153.683	543	4	2
153.975	544	4	3
153.683	545	3	2
153.975	546	3	3
