Song Name	Fur Elise (Hard) by Ludwig van Beethoven (Performed by Rousseau)
100.886	406.666621
102.106	400.000000
103.306	386.001029
104.464	405.000405
105.274	513.000282
105.787	411.001130
107.020	404.334465
108.233	388.334434
109.398	420.500816
110.239	466.998755
110.706	447.333890
112.048	439.666733
113.367	390.332759
114.538	360.999970
115.621	389.666056
116.790	431.999654
118.086	427.667218
119.369	529.997880
120.959	378.501136
121.716	338.667344
122.732	322.667384
123.700	353.334001
124.760	322.000698
125.726	330.665961
126.718	339.666221
127.737	344.667138
129.805	339.999207
130.825	343.999220
131.857	370.000370
133.337	340.750332
134.700	334.500368
136.038	339.999207
137.058	330.999785
138.051	338.667344
139.067	330.999785
140.060	364.334119
141.153	419.334097
141.782	583.998443
142.074	711.997152
142.430	1053.999930
142.957	1200.000000


Song Data
0.770	1	4	1
0.970	2	3	1
1.142	3	4	1
1.304	4	3	1
1.466	5	4	1
1.628	6	1	1
1.790	7	3	1
1.952	8	2	1
2.114	9	1	2
2.450	10	1	3
2.282	11	2	2
2.618	12	2	3
2.450	13	3	2
2.786	14	3	3
2.618	15	1	1
2.786	16	2	1
2.954	17	3	1
3.122	18	2	2
3.458	19	2	3
3.290	20	3	2
3.626	21	3	3
3.458	22	4	2
3.794	23	4	3
3.626	24	2	1
3.794	25	3	1
3.962	26	4	1
4.130	27	1	2
4.493	28	1	3
4.311	29	2	2
4.675	30	2	3
4.493	31	3	2
4.857	32	3	3
4.675	33	1	1
4.857	34	4	1
5.021	35	3	1
5.186	36	4	1
5.351	37	3	1
5.516	38	4	1
5.681	39	1	1
5.846	40	3	1
6.010	41	2	1
6.175	42	1	2
6.510	43	1	3
6.342	44	2	2
6.677	45	2	3
6.510	46	3	2
6.845	47	3	3
6.677	48	1	1
6.845	49	2	1
7.012	50	3	1
7.180	51	2	2
7.556	52	2	3
7.368	53	3	2
7.744	54	3	3
7.556	55	4	2
7.932	56	4	3
7.744	57	1	1
7.932	58	3	1
8.120	59	2	1
8.308	60	1	2
9.360	61	1	3
8.571	62	2	2
9.360	63	2	3
8.834	64	3	2
9.360	65	3	3
9.360	66	4	1
9.526	67	3	1
9.693	68	4	1
9.860	69	3	1
10.026	70	4	1
10.193	71	1	1
10.359	72	3	1
10.526	73	2	1
10.693	74	1	2
11.037	75	1	3
10.865	76	2	2
11.210	77	2	3
11.037	78	3	2
11.382	79	3	3
11.210	80	1	1
11.382	81	2	1
11.555	82	3	1
11.727	83	2	2
12.072	84	2	3
11.899	85	3	2
12.244	86	3	3
12.072	87	4	2
12.417	88	4	3
12.244	89	2	1
12.417	90	3	1
12.589	91	4	1
12.761	92	1	2
13.133	93	1	3
12.947	94	2	2
13.320	95	2	3
13.133	96	3	2
13.506	97	3	3
13.320	98	1	1
13.506	99	4	1
13.673	100	3	1
13.841	101	4	1
14.008	102	3	1
14.176	103	4	1
14.343	104	1	1
14.511	105	3	1
14.679	106	2	1
14.846	107	1	2
15.196	108	1	3
15.021	109	2	2
15.372	110	2	3
15.196	111	3	2
15.547	112	3	3
15.372	113	1	1
15.547	114	2	1
15.723	115	3	1
15.898	116	2	2
16.249	117	2	3
16.074	118	3	2
16.424	119	3	3
16.249	120	4	2
16.600	121	4	3
16.424	122	1	1
16.600	123	3	1
16.787	124	2	1
16.975	125	1	2
17.350	126	1	3
17.162	127	2	2
17.537	128	2	3
17.350	129	3	2
17.725	130	3	3
17.537	131	4	1
17.725	132	2	1
17.912	133	3	1
18.100	134	4	2
18.458	135	4	3
18.279	136	2	2
18.637	137	2	3
18.458	138	3	2
18.816	139	3	3
18.637	140	1	1
18.816	141	4	1
18.995	142	2	1
19.174	143	3	2
19.532	144	3	3
19.353	145	1	2
19.711	146	1	3
19.532	147	2	2
19.891	148	2	3
19.711	149	3	1
19.891	150	4	1
20.070	151	3	1
20.249	152	2	2
20.610	153	2	3
20.429	154	1	2
20.791	155	1	3
20.610	156	3	2
20.971	157	3	3
20.791	158	2	1
20.971	159	4	1
21.152	160	3	1
21.333	161	3	2
21.743	162	3	3
21.538	163	2	2
21.939	164	2	3
21.743	165	4	2
22.135	166	4	3
21.939	167	1	1
22.135	168	3	1
22.331	169	1	1
22.527	170	3	1
22.723	171	3	1
22.919	172	4	1
22.919	173	1	1
23.101	174	3	1
23.284	175	4	1
23.467	176	3	1
23.650	177	4	1
23.833	178	3	1
24.016	179	4	1
24.199	180	3	1
24.382	181	4	1
24.546	182	3	1
24.711	183	4	1
24.876	184	3	1
25.041	185	4	1
25.206	186	1	1
25.371	187	3	1
25.535	188	2	1
25.700	189	1	2
26.040	190	1	3
25.870	191	2	2
26.211	192	2	3
26.040	193	3	2
26.381	194	3	3
26.211	195	1	1
26.381	196	2	1
26.552	197	3	1
26.722	198	2	2
27.063	199	2	3
26.893	200	3	2
27.234	201	3	3
27.063	202	4	2
27.404	203	4	3
27.234	204	2	1
27.404	205	3	1
27.575	206	4	1
27.745	207	1	2
28.117	208	1	3
27.931	209	2	2
28.304	210	2	3
28.117	211	3	2
28.490	212	3	3
28.304	213	1	1
28.490	214	4	1
28.657	215	3	1
28.825	216	4	1
28.992	217	3	1
29.160	218	4	1
29.327	219	1	1
29.495	220	3	1
29.663	221	2	1
29.830	222	1	2
30.170	223	1	3
30.000	224	2	2
30.341	225	2	3
30.170	226	3	2
30.511	227	3	3
30.341	228	1	1
30.511	229	2	1
30.682	230	3	1
30.852	231	2	2
31.215	232	2	3
31.033	233	3	2
31.397	234	3	3
31.215	235	4	2
31.579	236	4	3
31.397	237	1	1
31.579	238	3	1
31.761	239	2	1
31.942	240	1	2
32.413	241	1	3
32.177	242	2	2
32.602	243	2	3
32.413	244	3	2
32.791	245	3	3
32.570	246	4	1
32.759	247	2	1
32.916	248	3	1
33.074	249	4	2
33.431	250	4	3
33.252	251	2	2
33.609	252	2	3
33.431	253	3	2
33.788	254	3	3
33.609	255	1	1
33.788	256	4	1
33.966	257	2	1
34.145	258	3	2
34.491	259	3	3
34.318	260	1	2
34.665	261	1	3
34.491	262	2	2
34.838	263	2	3
34.665	264	3	1
34.838	265	4	1
35.012	266	3	1
35.185	267	2	2
35.548	268	2	3
35.366	269	1	2
35.730	270	1	3
35.548	271	3	2
35.912	272	3	3
35.730	273	2	1
35.912	274	4	1
36.094	275	3	1
36.275	276	3	2
36.645	277	3	3
36.460	278	2	2
36.830	279	2	3
36.645	280	4	2
37.015	281	4	3
36.830	282	1	1
37.015	283	3	1
37.200	284	1	1
37.386	285	3	1
37.592	286	3	1
37.799	287	4	1
37.799	288	1	1
38.003	289	3	1
38.207	290	4	1
38.380	291	3	1
38.553	292	4	1
38.727	293	3	1
38.900	294	4	1
39.074	295	3	1
39.247	296	4	1
39.414	297	3	1
39.582	298	4	1
39.749	299	3	1
39.917	300	4	1
40.084	301	1	1
40.252	302	3	1
40.420	303	2	1
40.587	304	1	2
40.927	305	1	3
40.757	306	2	2
41.098	307	2	3
40.927	308	3	2
41.268	309	3	3
41.098	310	1	1
41.268	311	2	1
41.439	312	3	1
41.609	313	2	2
41.966	314	2	3
41.787	315	3	2
42.144	316	3	3
41.966	317	4	2
42.323	318	4	3
42.144	319	2	1
42.323	320	3	1
42.501	321	4	1
42.680	322	1	2
43.037	323	1	3
42.859	324	2	2
43.216	325	2	3
43.037	326	3	2
43.394	327	3	3
43.216	328	1	1
43.394	329	4	1
43.565	330	3	1
43.736	331	4	1
43.908	332	3	1
44.079	333	4	1
44.251	334	1	1
44.422	335	3	1
44.594	336	2	1
44.765	337	1	2
45.105	338	1	3
44.935	339	2	2
45.276	340	2	3
45.105	341	3	2
45.446	342	3	3
45.276	343	1	1
45.446	344	2	1
45.617	345	3	1
45.787	346	2	2
46.144	347	2	3
45.965	348	3	2
46.322	349	3	3
46.144	350	4	2
46.501	351	4	3
46.322	352	1	1
46.501	353	3	1
46.679	354	2	1
46.858	355	1	2
47.722	356	1	3
47.104	357	2	2
47.722	358	2	3
47.351	359	3	2
47.722	360	3	3
47.783	361	4	1
47.783	362	3	1
48.018	363	4	1
48.018	364	2	1
48.253	365	1	1
48.253	366	4	1
48.503	367	3	1
48.544	368	2	1
48.586	369	1	1
48.775	370	1	1
48.965	371	2	1
49.155	372	1	1
49.345	373	4	1
49.535	374	2	1
49.630	375	3	1
49.725	376	3	1
49.931	377	1	1
50.138	378	2	1
50.336	379	1	1
50.535	380	4	1
50.734	381	2	1
50.833	382	3	1
50.932	383	3	1
51.131	384	2	1
51.330	385	3	1
51.330	386	4	1
51.528	387	2	1
51.727	388	1	1
51.727	389	3	1
51.926	390	2	1
52.124	391	1	1
52.323	392	3	1
52.522	393	2	1
52.720	394	1	1
52.820	395	2	1
52.919	396	1	1
53.018	397	2	1
53.118	398	3	1
53.217	399	4	1
53.316	400	3	1
53.510	401	1	1
53.705	402	2	1
53.900	403	1	1
54.095	404	2	1
54.290	405	3	1
54.484	406	4	1
54.679	407	1	1
54.874	408	2	1
55.069	409	3	1
55.264	410	4	1
55.264	411	1	1
55.458	412	2	1
55.653	413	4	2
55.859	414	4	3
55.653	415	1	1
55.859	416	2	1
56.066	417	4	2
56.273	418	4	3
56.273	419	2	1
56.480	420	4	2
56.687	421	4	3
56.687	422	3	1
56.790	423	2	1
56.894	424	3	1
56.894	425	1	1
57.003	426	4	1
57.112	427	2	1
57.221	428	4	1
57.331	429	3	1
57.440	430	4	1
57.549	431	2	1
57.549	432	1	1
57.659	433	4	1
57.768	434	2	1
57.768	435	3	1
57.877	436	4	1
57.986	437	3	1
57.986	438	1	1
58.096	439	4	1
58.205	440	2	2
58.440	441	2	3
58.205	442	1	1
58.322	443	3	1
58.440	444	4	1
58.557	445	3	1
58.675	446	2	1
58.675	447	1	2
58.910	448	1	3
58.793	449	4	1
58.910	450	3	1
59.028	451	2	1
59.146	452	1	2
59.381	453	1	3
59.146	454	3	1
59.263	455	4	1
59.381	456	3	1
59.499	457	2	1
59.616	458	3	1
59.616	459	1	1
59.734	460	4	1
59.852	461	2	1
59.969	462	4	1
60.087	463	3	1
60.205	464	4	1
60.322	465	2	1
60.322	466	1	1
60.440	467	4	1
60.557	468	2	1
60.557	469	3	1
60.675	470	4	1
60.793	471	3	1
60.793	472	1	1
60.910	473	4	1
61.027	474	2	2
61.269	475	2	3
61.027	476	1	1
61.148	477	3	1
61.269	478	4	1
61.390	479	3	1
61.511	480	2	1
61.511	481	1	2
61.754	482	1	3
61.633	483	4	1
61.754	484	3	1
61.875	485	2	1
61.996	486	3	1
61.996	487	1	2
62.239	488	1	3
62.117	489	4	1
62.239	490	3	1
62.360	491	2	1
62.481	492	1	2
63.578	493	1	3
62.602	494	3	1
62.724	495	4	1
62.846	496	3	1
62.968	497	2	1
63.157	498	3	1
63.340	499	2	1
63.523	500	4	1
63.786	501	3	1
63.994	502	2	1
64.206	503	4	1
64.525	504	3	1
64.845	505	4	1
66.121	506	2	1
66.381	507	4	1
66.707	508	3	1
67.164	509	4	1
68.468	510	2	1
68.697	511	4	1
68.897	512	3	1
69.097	513	4	1
69.268	514	3	1
69.439	515	4	1
69.611	516	3	1
69.782	517	4	1
69.954	518	3	1
70.125	519	4	1
70.297	520	3	1
70.468	521	4	1
70.639	522	1	1
70.811	523	3	1
70.982	524	2	1
71.122	525	1	2
71.459	526	1	3
71.290	527	2	2
71.628	528	2	3
71.459	529	3	2
71.797	530	3	3
71.628	531	1	1
71.797	532	2	1
71.966	533	3	1
72.135	534	2	2
72.455	535	2	3
72.295	536	3	2
72.615	537	3	3
72.455	538	4	2
72.774	539	4	3
72.615	540	2	1
72.774	541	3	1
72.934	542	4	1
73.093	543	1	2
73.452	544	1	3
73.272	545	2	2
73.631	546	2	3
73.452	547	3	2
73.811	548	3	3
73.631	549	1	1
73.811	550	4	1
73.991	551	3	1
74.171	552	4	1
74.330	553	3	1
74.489	554	4	1
74.648	555	1	1
74.808	556	3	1
74.967	557	2	1
75.127	558	1	2
75.453	559	1	3
75.290	560	2	2
75.617	561	2	3
75.453	562	3	2
75.780	563	3	3
75.617	564	1	1
75.780	565	2	1
75.943	566	3	1
76.107	567	2	2
76.433	568	2	3
76.270	569	3	2
76.597	570	3	3
76.433	571	4	2
76.760	572	4	3
76.597	573	1	1
76.760	574	3	1
76.923	575	2	1
77.087	576	1	2
77.445	577	1	3
77.266	578	2	2
77.625	579	2	3
77.445	580	3	2
77.804	581	3	3
77.625	582	1	1
77.804	583	2	1
77.983	584	3	1
78.163	585	4	2
78.489	586	4	3
78.326	587	2	2
78.653	588	2	3
78.489	589	3	2
78.816	590	3	3
78.653	591	1	1
78.816	592	4	1
78.979	593	2	1
79.143	594	3	2
79.491	595	3	3
79.317	596	1	2
79.666	597	1	3
79.491	598	2	2
79.840	599	2	3
79.666	600	3	1
79.840	601	4	1
80.015	602	3	1
80.189	603	2	2
80.536	604	2	3
80.363	605	1	2
80.709	606	1	3
80.536	607	3	2
80.883	608	3	3
80.709	609	2	1
80.883	610	4	1
81.056	611	3	1
81.230	612	3	2
81.606	613	3	3
81.418	614	2	2
81.794	615	2	3
81.606	616	4	2
81.982	617	4	3
81.794	618	1	1
81.982	619	3	1
82.171	620	1	1
82.359	621	3	1
82.547	622	3	1
82.722	623	1	1
82.722	624	4	1
82.896	625	3	1
83.071	626	4	1
83.246	627	3	1
83.421	628	4	1
83.596	629	3	1
83.771	630	4	1
83.946	631	3	1
84.121	632	4	1
84.286	633	3	1
84.450	634	4	1
84.614	635	3	1
84.779	636	4	1
84.943	637	1	1
85.107	638	3	1
85.271	639	2	1
85.478	640	1	2
85.811	641	1	3
85.644	642	2	2
85.978	643	2	3
85.811	644	3	2
86.145	645	3	3
85.978	646	1	1
86.145	647	2	1
86.312	648	3	1
86.437	649	2	2
86.782	650	2	3
86.609	651	3	2
86.954	652	3	3
86.782	653	4	2
87.127	654	4	3
86.954	655	2	1
87.127	656	3	1
87.299	657	4	1
87.472	658	1	2
87.806	659	1	3
87.639	660	2	2
87.973	661	2	3
87.806	662	3	2
88.141	663	3	3
87.973	664	1	1
88.141	665	4	1
88.308	666	3	1
88.475	667	4	1
88.644	668	3	1
88.813	669	4	1
88.982	670	1	1
89.151	671	3	1
89.320	672	2	1
89.490	673	1	2
89.824	674	1	3
89.657	675	2	2
89.991	676	2	3
89.824	677	3	2
90.159	678	3	3
89.991	679	1	1
90.159	680	2	1
90.326	681	3	1
90.493	682	2	2
90.828	683	2	3
90.661	684	3	2
90.995	685	3	3
90.828	686	4	2
91.163	687	4	3
90.995	688	1	1
91.163	689	3	1
91.341	690	2	1
91.520	691	1	1
91.713	692	4	1
91.907	693	1	1
92.101	694	4	1
92.295	695	1	1
92.489	696	4	1
92.683	697	1	2
93.443	698	1	3
92.683	699	2	2
93.443	700	2	3
92.873	701	3	1
93.063	702	4	1
93.253	703	3	1
93.443	704	4	1
93.633	705	3	1
93.824	706	4	2
94.593	707	4	3
93.824	708	3	2
94.593	709	3	3
94.016	710	1	1
94.208	711	2	1
94.401	712	1	1
94.593	713	2	1
94.785	714	4	1
94.978	715	1	2
95.579	716	1	3
94.978	717	4	2
95.579	718	4	3
95.178	719	2	1
95.378	720	3	1
95.579	721	2	1
95.779	722	4	2
96.180	723	4	3
95.779	724	1	2
96.180	725	1	3
95.979	726	2	1
96.180	727	2	2
96.952	728	2	3
96.180	729	3	2
96.952	730	3	3
96.373	731	1	1
96.566	732	4	1
96.759	733	1	1
96.952	734	4	1
97.145	735	1	1
97.317	736	3	2
98.104	737	3	3
97.317	738	1	2
98.104	739	1	3
97.513	740	2	1
97.710	741	4	1
97.907	742	2	1
98.104	743	4	1
98.301	744	3	1
98.498	745	4	2
99.678	746	4	3
98.498	747	2	2
99.088	748	2	3
98.694	749	1	1
98.891	750	3	1
99.088	751	1	1
99.284	752	1	2
99.481	753	1	3
99.284	754	2	2
99.481	755	2	3
99.481	756	3	1
99.678	757	1	2
99.879	758	1	3
99.678	759	2	2
99.879	760	2	3
99.879	761	3	1
100.080	762	4	2
100.281	763	4	3
100.080	764	3	2
100.281	765	3	3
100.281	766	2	1
100.483	767	3	2
100.684	768	3	3
100.483	769	2	2
100.684	770	2	3
100.684	771	4	1
100.885	772	1	2
101.902	773	1	3
100.886	774	2	2
101.902	775	2	3
101.089	776	4	1
101.292	777	3	1
101.495	778	4	1
101.699	779	3	1
101.902	780	4	1
102.106	781	1	2
102.906	782	1	3
102.106	783	2	2
102.906	784	2	3
102.306	785	4	1
102.506	786	3	1
102.706	787	4	1
102.906	788	3	1
103.106	789	4	1
103.306	790	4	2
104.078	791	4	3
103.306	792	3	2
104.078	793	3	3
103.499	794	1	1
103.692	795	2	1
103.885	796	1	1
104.078	797	2	1
104.271	798	4	1
104.464	799	4	2
105.071	800	4	3
104.464	801	3	2
105.071	802	3	3
104.666	803	1	1
104.869	804	2	1
105.071	805	1	1
105.274	806	3	2
105.530	807	3	3
105.274	808	4	2
105.530	809	4	3
105.530	810	1	1
105.787	811	1	2
106.609	812	1	3
105.787	813	4	2
106.609	814	4	3
105.992	815	3	1
106.198	816	2	1
106.403	817	3	1
106.609	818	2	1
106.814	819	1	1
107.020	820	3	2
107.828	821	3	3
107.020	822	4	2
107.828	823	4	3
107.222	824	1	1
107.424	825	2	1
107.626	826	1	1
107.828	827	2	1
108.030	828	1	1
108.233	829	2	2
109.009	830	2	3
108.233	831	3	2
109.009	832	3	3
108.427	833	4	1
108.621	834	1	1
108.815	835	4	1
109.009	836	4	2
109.203	837	4	3
109.009	838	1	2
109.203	839	1	3
109.203	840	2	1
109.398	841	1	2
110.028	842	1	3
109.398	843	3	2
110.028	844	3	3
109.608	845	2	1
109.818	846	4	1
110.028	847	2	1
110.239	848	3	2
110.705	849	3	3
110.239	850	1	2
110.705	851	1	3
110.472	852	2	1
110.705	853	4	2
111.377	854	4	3
110.706	855	2	2
111.377	856	2	3
112.048	857	2	2
112.927	858	2	3
113.367	859	1	1
113.367	860	4	1
113.497	861	2	1
113.627	862	3	1
113.757	863	1	1
113.887	864	2	1
114.017	865	4	1
114.147	866	3	1
114.147	867	1	1
114.277	868	2	1
114.407	869	3	1
114.538	870	1	1
114.538	871	4	1
114.658	872	2	1
114.778	873	3	1
114.898	874	1	1
115.019	875	2	1
115.139	876	4	1
115.259	877	3	1
115.259	878	1	1
115.380	879	2	1
115.500	880	3	1
115.620	881	1	1
115.620	882	4	1
115.750	883	2	1
115.880	884	3	1
116.010	885	1	1
116.140	886	2	1
116.270	887	4	1
116.400	888	3	1
116.400	889	1	1
116.530	890	2	1
116.660	891	3	1
116.789	892	4	1
116.789	893	1	1
116.933	894	3	1
117.077	895	2	1
117.221	896	4	1
117.383	897	3	1
117.545	898	1	1
117.707	899	4	1
117.869	900	2	1
118.086	901	1	1
118.276	902	3	1
118.466	903	2	1
118.656	904	1	1
118.870	905	4	1
119.119	906	3	1
119.369	907	2	1
119.567	908	1	1
119.810	909	3	1
120.163	910	2	1
120.428	911	4	1
120.693	912	3	1
120.959	913	4	1
121.148	914	1	1
121.337	915	3	1
121.526	916	2	1
121.716	917	1	2
122.054	918	1	3
121.885	919	2	2
122.224	920	2	3
122.054	921	3	2
122.393	922	3	3
122.224	923	1	1
122.393	924	2	1
122.562	925	3	1
122.732	926	2	2
123.054	927	2	3
122.893	928	3	2
123.216	929	3	3
123.054	930	4	2
123.377	931	4	3
123.216	932	2	1
123.377	933	3	1
123.538	934	4	1
123.700	935	1	2
124.053	936	1	3
123.876	937	2	2
124.230	938	2	3
124.053	939	3	2
124.406	940	3	3
124.230	941	1	1
124.406	942	4	1
124.583	943	3	1
124.760	944	4	1
124.921	945	3	1
125.082	946	4	1
125.243	947	1	1
125.404	948	3	1
125.565	949	2	1
125.726	950	1	2
126.056	951	1	3
125.891	952	2	2
126.221	953	2	3
126.056	954	3	2
126.387	955	3	3
126.221	956	1	1
126.387	957	2	1
126.552	958	3	1
126.718	959	2	2
127.057	960	2	3
126.887	961	3	2
127.227	962	3	3
127.057	963	4	2
127.397	964	4	3
127.227	965	1	1
127.397	966	3	1
127.567	967	2	1
127.737	968	1	2
128.081	969	1	3
127.909	970	2	2
128.254	971	2	3
128.081	972	3	2
128.426	973	3	3
128.254	974	4	1
128.426	975	2	1
128.598	976	3	1
128.771	977	4	2
129.115	978	4	3
128.943	979	2	2
129.288	980	2	3
129.115	981	3	2
129.460	982	3	3
129.288	983	1	1
129.460	984	4	1
129.632	985	2	1
129.805	986	3	2
130.144	987	3	3
129.974	988	1	2
130.314	989	1	3
130.144	990	2	2
130.484	991	2	3
130.314	992	3	1
130.484	993	4	1
130.654	994	3	1
130.824	995	2	2
131.168	996	2	3
130.996	997	1	2
131.340	998	1	3
131.168	999	3	2
131.512	1000	3	3
131.340	1001	2	1
131.512	1002	4	1
131.684	1003	3	1
131.857	1004	3	2
132.227	1005	3	3
132.042	1006	2	2
132.412	1007	2	3
132.227	1008	4	2
132.597	1009	4	3
132.412	1010	1	1
132.597	1011	3	1
132.782	1012	1	1
132.967	1013	3	1
133.152	1014	3	1
133.337	1015	4	1
133.337	1016	1	1
133.507	1017	3	1
133.677	1018	4	1
133.848	1019	3	1
134.018	1020	4	1
134.188	1021	3	1
134.359	1022	4	1
134.529	1023	3	1
134.700	1024	4	1
134.867	1025	3	1
135.034	1026	4	1
135.201	1027	3	1
135.369	1028	4	1
135.536	1029	1	1
135.703	1030	3	1
135.870	1031	2	1
136.038	1032	1	2
136.377	1033	1	3
136.207	1034	2	2
136.547	1035	2	3
136.377	1036	3	2
136.717	1037	3	3
136.547	1038	1	1
136.717	1039	2	1
136.887	1040	3	1
137.057	1041	2	2
137.388	1042	2	3
137.223	1043	3	2
137.554	1044	3	3
137.388	1045	4	2
137.719	1046	4	3
137.554	1047	2	1
137.719	1048	3	1
137.885	1049	4	1
138.051	1050	1	2
138.389	1051	1	3
138.220	1052	2	2
138.559	1053	2	3
138.389	1054	3	2
138.728	1055	3	3
138.559	1056	1	1
138.728	1057	4	1
138.897	1058	3	1
139.067	1059	4	1
139.232	1060	3	1
139.397	1061	4	1
139.563	1062	1	1
139.728	1063	3	1
139.894	1064	2	1
140.060	1065	1	2
140.424	1066	1	3
140.242	1067	2	2
140.606	1068	2	3
140.424	1069	3	2
140.788	1070	3	3
140.606	1071	1	1
140.788	1072	2	1
140.970	1073	3	1
141.153	1074	2	2
141.572	1075	2	3
141.362	1076	3	2
141.782	1077	3	3
141.572	1078	4	2
142.073	1079	4	3
141.782	1080	1	1
142.074	1081	3	2
142.430	1082	3	3
142.430	1083	2	2
142.957	1084	2	3
142.957	1085	1	2
145.957	1086	1	3
142.957	1087	4	2
145.957	1088	4	3
