Song Name	Sad Dream by UNDEAD CORPORATION
8.218	36	3	1
8.518	37	4	2
8.968	38	4	3
8.518	39	2	1
8.968	40	1	2
9.418	41	1	3
9.118	42	2	1
9.418	43	3	2
9.868	44	3	3
9.868	45	1	2
10.307	46	1	3
10.157	47	3	1
10.307	48	4	1
10.307	49	2	1
10.457	50	3	1
10.607	51	1	2
10.907	52	1	3
10.607	53	2	1
10.907	54	4	2
11.207	55	4	3
10.907	56	3	1
11.207	57	1	1
11.357	58	2	2
11.657	59	2	3
11.507	60	4	1
11.507	61	3	1
11.657	62	1	1
11.957	63	3	1
12.257	64	2	1
12.407	65	4	1
12.557	66	2	1
12.707	67	4	1
12.707	68	1	1
12.857	69	3	1
13.007	70	1	1
13.157	71	2	1
13.307	72	4	2
13.607	73	4	3
13.307	74	1	1
13.607	75	3	1
13.757	76	1	2
14.057	77	1	3
13.907	78	2	1
13.907	79	4	1
14.057	80	3	1
14.357	81	2	1
14.657	82	3	1
14.807	83	1	1
14.957	84	3	1
15.107	85	4	1
15.107	86	2	1
15.257	87	1	1
15.407	88	3	1
15.407	89	4	1
15.557	90	2	1
15.707	91	1	2
16.007	92	1	3
15.707	93	3	1
16.007	94	4	1
16.157	95	3	2
16.457	96	3	3
16.307	97	2	1
16.307	98	1	1
16.457	99	4	1
16.757	100	2	1
17.057	101	3	1
17.207	102	1	1
17.357	103	3	1
17.507	104	4	1
17.507	105	1	1
17.657	106	2	1
17.807	107	4	1
17.957	108	3	1
18.107	109	4	1
18.107	110	1	2
18.407	111	1	3
18.407	112	2	1
18.557	113	4	2
18.857	114	4	3
18.707	115	1	1
18.707	116	3	1
18.857	117	2	1
19.157	118	3	1
19.457	119	2	1
19.607	120	3	1
19.607	121	4	1
19.757	122	2	1
19.907	123	4	1
19.907	124	1	1
20.057	125	3	1
20.207	126	1	1
20.357	127	2	1
20.507	128	4	2
20.807	129	4	3
20.507	130	3	1
20.807	131	1	1
20.957	132	2	2
21.257	133	2	3
21.107	134	4	1
21.107	135	3	1
21.257	136	1	1
21.557	137	3	1
21.857	138	2	1
22.007	139	4	1
22.157	140	2	1
22.307	141	4	1
22.307	142	1	1
22.457	143	3	1
22.607	144	1	1
22.757	145	2	1
22.907	146	4	2
23.207	147	4	3
22.907	148	1	1
23.207	149	3	1
23.359	150	1	2
23.667	151	1	3
23.517	152	2	1
23.517	153	4	1
23.667	154	3	1
23.937	155	2	1
24.270	156	3	1
24.420	157	1	1
24.560	158	3	1
24.710	159	2	1
24.710	160	4	1
24.860	161	1	1
25.010	162	3	1
25.010	163	4	1
25.160	164	2	1
25.307	165	1	2
25.607	166	1	3
25.307	167	3	1
25.607	168	4	1
25.757	169	3	2
26.057	170	3	3
25.907	171	2	1
25.907	172	1	1
26.057	173	4	1
26.357	174	2	1
26.657	175	3	1
26.807	176	1	1
26.957	177	3	1
27.107	178	4	1
27.107	179	1	1
27.257	180	2	1
27.407	181	4	1
27.557	182	3	1
27.707	183	4	1
27.707	184	1	2
28.015	185	1	3
28.015	186	2	1
28.170	187	4	2
28.476	188	4	3
28.320	189	3	1
28.326	190	1	1
28.476	191	2	1
28.776	192	3	1
29.070	193	2	1
29.220	194	3	1
29.370	195	2	1
29.520	196	4	1
29.670	197	3	1
29.820	198	1	1
29.970	199	2	1
30.120	200	4	1
30.270	201	1	1
30.420	202	3	1
30.420	203	4	1
30.570	204	2	1
30.720	205	1	2
31.020	206	1	3
31.020	207	2	1
31.020	208	3	1
31.320	209	4	2
31.770	210	4	3
31.470	211	2	1
31.620	212	3	1
31.620	213	1	1
31.770	214	2	1
32.070	215	3	1
32.220	216	1	1
32.220	217	4	1
32.370	218	2	2
32.670	219	2	3
32.520	220	4	1
32.670	221	3	1
32.820	222	1	2
33.120	223	1	3
32.820	224	2	1
32.970	225	4	1
33.270	226	1	1
33.407	227	4	1
33.407	228	2	1
33.557	229	3	1
33.707	230	2	1
34.013	231	4	1
34.013	232	3	1
34.170	233	2	1
34.470	234	3	1
34.620	235	1	1
34.620	236	4	1
34.920	237	3	1
35.070	238	1	1
35.220	239	2	1
35.220	240	4	1
35.370	241	3	1
35.520	242	1	2
35.820	243	1	3
35.820	244	4	1
35.820	245	2	1
35.970	246	3	2
36.404	247	3	3
36.104	248	1	1
36.254	249	2	1
36.404	250	4	1
36.404	251	1	2
36.704	252	1	3
36.554	253	2	1
36.704	254	3	1
37.004	255	1	1
37.004	256	4	1
37.154	257	2	2
37.604	258	2	3
37.304	259	3	1
37.454	260	1	1
37.604	261	3	1
37.604	262	4	1
37.754	263	2	1
38.063	264	1	1
38.213	265	4	1
38.213	266	3	1
38.363	267	2	1
38.519	268	1	1
38.519	269	4	1
38.669	270	3	1
38.813	271	1	1
38.813	272	2	1
38.963	273	3	1
39.113	274	2	1
39.113	275	4	1
39.269	276	3	1
39.419	277	1	1
39.419	278	4	1
39.717	279	4	1
39.717	280	1	2
40.174	281	1	3
39.867	282	3	1
40.012	283	2	1
40.012	284	4	1
40.174	285	3	1
40.324	286	2	2
40.928	287	2	3
40.628	288	1	1
40.628	289	3	1
40.928	290	4	2
41.228	291	4	3
41.078	292	3	1
41.228	293	2	1
41.228	294	1	1
41.378	295	3	1
41.678	296	1	1
41.828	297	4	1
41.828	298	2	1
41.978	299	3	2
42.428	300	3	3
42.128	301	1	1
42.278	302	2	1
42.428	303	1	2
42.878	304	1	3
42.428	305	4	1
42.578	306	3	1
42.878	307	4	1
43.028	308	1	1
43.028	309	2	1
43.178	310	3	1
43.328	311	4	1
43.628	312	1	1
43.628	313	3	1
43.766	314	2	1
44.077	315	3	1
44.227	316	4	1
44.227	317	2	1
44.369	318	3	1
44.519	319	1	1
44.819	320	3	1
44.819	321	4	1
44.969	322	2	1
45.119	323	1	2
45.419	324	1	3
45.419	325	4	1
45.419	326	2	1
45.569	327	3	2
46.019	328	3	3
45.719	329	1	1
45.869	330	2	1
46.019	331	1	1
46.019	332	4	1
46.169	333	2	1
46.319	334	4	1
46.319	335	3	1
46.469	336	1	1
46.619	337	3	1
46.769	338	2	1
46.919	339	4	1
46.919	340	1	1
47.069	341	3	1
47.203	342	1	1
47.203	343	2	1
47.353	344	4	1
47.353	345	3	1
47.653	346	3	1
47.653	347	4	1
47.803	348	1	1
47.803	349	2	1
47.966	350	3	1
48.119	351	4	1
48.119	352	1	1
48.269	353	2	1
48.419	354	3	1
48.569	355	1	1
48.719	356	4	1
48.869	357	2	1
49.019	358	4	1
49.019	359	3	1
49.169	360	2	1
49.319	361	1	1
49.319	362	4	1
49.469	363	3	1
49.619	364	2	1
49.769	365	1	2
50.069	366	1	3
49.769	367	4	1
50.069	368	3	1
50.219	369	1	1
50.219	370	4	1
50.369	371	2	1
50.519	372	3	1
50.669	373	4	2
50.969	374	4	3
50.669	375	1	1
50.969	376	2	1
51.119	377	1	1
51.119	378	4	1
51.269	379	2	1
51.419	380	4	1
51.419	381	3	1
51.719	382	1	1
51.719	383	4	2
52.019	384	4	3
52.019	385	1	1
52.019	386	2	1
52.169	387	3	2
52.469	388	3	3
52.469	389	1	2
52.769	390	1	3
52.619	391	4	1
52.619	392	2	1
52.769	393	3	2
53.051	394	3	3
53.051	395	2	1
53.201	396	1	1
53.201	397	4	1
53.501	398	3	1
53.651	399	2	1
53.801	400	4	1
53.801	401	3	1
53.951	402	2	1
54.107	403	1	1
54.107	404	3	1
54.257	405	4	1
54.407	406	2	1
54.557	407	3	2
54.857	408	3	3
54.557	409	1	1
54.857	410	1	1
55.005	411	2	1
55.005	412	4	1
55.155	413	1	1
55.302	414	3	1
55.452	415	2	2
55.752	416	2	3
55.452	417	4	1
55.752	418	4	1
55.889	419	3	1
55.889	420	1	1
56.046	421	2	1
56.209	422	1	1
56.209	423	4	1
56.509	424	4	2
56.809	425	4	3
56.509	426	3	1
56.809	427	1	1
56.809	428	2	1
56.959	429	4	1
57.109	430	1	1
57.109	431	2	1
57.259	432	3	2
57.559	433	3	3
57.409	434	2	1
57.409	435	4	1
57.559	436	1	2
57.856	437	1	3
57.706	438	4	1
57.706	439	3	1
58.006	440	1	1
58.006	441	2	1
58.156	442	3	1
58.306	443	1	1
58.306	444	4	1
58.456	445	3	1
58.612	446	4	1
58.612	447	2	1
58.915	448	4	2
59.210	449	4	3
58.915	450	1	1
59.210	451	3	1
59.210	452	2	1
59.360	453	1	2
59.660	454	1	3
59.660	455	3	1
59.810	456	1	1
59.810	457	4	2
60.110	458	4	3
60.110	459	2	1
60.260	460	1	2
60.560	461	1	3
60.410	462	2	1
60.410	463	4	1
60.560	464	3	1
60.710	465	2	2
61.021	466	2	3
61.021	467	4	1
61.021	468	1	1
61.321	469	3	1
61.321	470	4	2
61.621	471	4	3
61.621	472	1	1
61.621	473	2	1
61.771	474	3	2
62.065	475	3	3
62.065	476	1	2
62.365	477	1	3
62.215	478	4	1
62.215	479	2	1
62.365	480	3	2
62.665	481	3	3
62.665	482	2	1
62.815	483	1	1
62.815	484	4	1
63.115	485	3	1
63.115	486	1	1
63.265	487	2	1
63.415	488	4	1
63.415	489	3	1
63.565	490	2	1
63.721	491	4	1
63.721	492	1	1
63.871	493	3	1
64.021	494	2	1
64.171	495	3	2
64.471	496	3	3
64.171	497	4	1
64.471	498	2	1
64.616	499	4	1
64.616	500	1	1
64.766	501	2	1
64.916	502	3	1
65.066	503	2	2
65.366	504	2	3
65.066	505	1	1
65.366	506	3	1
65.505	507	4	1
65.505	508	1	1
65.655	509	2	1
65.805	510	1	1
65.805	511	3	1
66.111	512	2	2
66.390	513	2	3
66.111	514	4	1
66.390	515	3	1
66.540	516	1	1
66.540	517	4	2
66.840	518	4	3
66.840	519	2	1
67.001	520	1	1
67.001	521	4	1
67.151	522	3	2
67.610	523	3	3
67.610	524	1	1
67.910	525	1	2
68.210	526	1	3
68.210	527	3	1
68.510	528	2	1
68.510	529	4	2
68.810	530	4	3
68.660	531	2	1
68.810	532	3	1
68.810	533	1	1
68.960	534	2	2
69.260	535	2	3
69.260	536	3	1
69.410	537	4	1
69.410	538	1	2
69.860	539	1	3
69.710	540	3	1
69.860	541	3	1
70.010	542	4	2
70.310	543	4	3
70.010	544	1	1
70.310	545	2	2
70.610	546	2	3
70.460	547	3	1
70.610	548	1	1
70.610	549	4	2
70.910	550	4	3
70.910	551	1	1
71.060	552	1	1
71.210	553	4	1
71.210	554	3	2
71.510	555	3	3
71.510	556	2	1
71.660	557	3	1
71.805	558	1	2
72.105	559	1	3
71.805	560	4	1
72.105	561	3	1
72.255	562	3	1
72.405	563	1	1
72.405	564	2	1
72.699	565	3	1
72.843	566	2	1
72.993	567	1	1
72.993	568	4	2
73.293	569	4	3
73.293	570	1	1
73.443	571	1	1
73.593	572	3	2
73.893	573	3	3
73.593	574	4	1
73.893	575	1	1
73.893	576	2	1
73.893	577	4	1
74.193	578	3	1
74.193	579	1	1
74.193	580	2	1
74.493	581	3	1
74.493	582	4	1
74.493	583	1	1
74.793	584	1	1
74.793	585	2	1
74.943	586	4	2
75.393	587	4	3
74.943	588	3	2
75.393	589	3	3
75.093	590	2	1
75.393	591	1	1
75.393	592	2	1
75.693	593	3	1
75.693	594	1	2
75.993	595	1	3
75.843	596	3	1
75.993	597	4	1
75.993	598	2	1
76.143	599	3	2
76.443	600	3	3
76.443	601	1	1
76.593	602	4	2
76.893	603	4	3
76.593	604	3	1
76.893	605	2	1
77.043	606	2	1
77.193	607	3	2
77.793	608	3	3
77.193	609	4	1
77.493	610	1	1
77.643	611	2	1
77.793	612	4	1
77.793	613	1	1
78.093	614	3	1
78.093	615	1	2
78.393	616	1	3
78.243	617	3	1
78.393	618	2	1
78.393	619	4	1
78.543	620	3	2
78.843	621	3	3
78.843	622	2	1
78.993	623	1	1
78.993	624	4	2
79.451	625	4	3
79.301	626	2	1
79.451	627	2	1
79.601	628	1	2
79.901	629	1	3
79.601	630	4	1
79.901	631	3	2
80.201	632	3	3
80.051	633	2	1
80.201	634	4	1
80.201	635	1	2
80.501	636	1	3
80.501	637	4	1
80.651	638	4	1
80.801	639	1	1
80.801	640	2	2
81.101	641	2	3
81.101	642	3	1
81.251	643	2	1
81.416	644	4	2
81.716	645	4	3
81.416	646	1	1
81.716	647	1	1
81.866	648	1	1
82.016	649	4	1
82.016	650	3	1
82.316	651	1	1
82.316	652	2	1
82.466	653	3	1
82.612	654	1	1
82.762	655	3	1
82.906	656	4	1
82.906	657	2	1
83.206	658	1	1
83.206	659	3	1
83.506	660	3	1
83.506	661	2	1
83.815	662	4	1
83.815	663	1	1
83.965	664	3	1
84.115	665	1	1
84.115	666	2	1
84.415	667	1	2
84.715	668	1	3
84.415	669	3	1
84.715	670	4	2
85.028	671	4	3
84.715	672	2	1
85.028	673	2	1
85.028	674	3	2
85.324	675	3	3
85.324	676	4	2
85.624	677	4	3
85.324	678	1	2
85.624	679	1	3
85.624	680	2	1
85.774	681	1	2
86.074	682	1	3
85.774	683	3	2
86.074	684	3	3
85.924	685	4	1
86.074	686	2	1
86.218	687	1	2
86.518	688	1	3
86.218	689	4	2
86.518	690	4	3
86.518	691	3	1
86.668	692	4	2
86.962	693	4	3
86.668	694	2	2
86.962	695	2	3
86.812	696	1	1
86.962	697	3	1
87.112	698	2	1
87.112	699	1	1
87.262	700	4	1
87.262	701	3	1
87.412	702	2	2
87.712	703	2	3
87.712	704	4	2
88.012	705	4	3
87.712	706	3	1
88.012	707	1	1
88.162	708	2	2
88.462	709	2	3
88.312	710	4	1
88.312	711	3	1
88.462	712	1	1
88.762	713	3	1
89.062	714	2	1
89.212	715	4	1
89.362	716	2	1
89.512	717	4	1
89.512	718	1	1
89.662	719	3	1
89.812	720	1	1
89.962	721	2	1
90.112	722	4	2
90.412	723	4	3
90.112	724	1	1
90.412	725	3	1
90.562	726	1	2
90.862	727	1	3
90.712	728	2	1
90.712	729	4	1
90.862	730	3	1
91.162	731	2	1
91.462	732	3	1
91.612	733	1	1
91.762	734	3	1
91.912	735	4	1
91.912	736	2	1
92.062	737	1	1
92.212	738	3	1
92.212	739	4	1
92.362	740	2	1
92.512	741	1	2
92.812	742	1	3
92.512	743	3	1
92.812	744	4	1
92.962	745	3	2
93.262	746	3	3
93.112	747	2	1
93.112	748	1	1
93.262	749	4	1
93.562	750	2	1
93.862	751	3	1
94.012	752	1	1
94.162	753	3	1
94.312	754	4	1
94.312	755	1	1
94.462	756	2	1
94.612	757	4	1
94.762	758	3	1
94.912	759	4	1
94.912	760	1	2
95.212	761	1	3
95.212	762	2	1
95.343	763	4	2
95.649	764	4	3
95.493	765	1	1
95.493	766	3	1
95.649	767	2	1
95.803	768	3	1
95.803	769	4	1
95.961	770	1	1
95.961	771	2	1
96.253	772	3	1
96.403	773	2	1
96.403	774	1	1
96.553	775	3	1
96.703	776	1	1
96.703	777	4	1
96.853	778	2	1
97.003	779	4	1
97.153	780	3	1
97.311	781	4	1
97.311	782	1	1
97.461	783	2	1
97.611	784	3	1
97.761	785	4	1
97.911	786	2	1
97.911	787	1	2
98.361	788	1	3
98.511	789	1	1
98.511	790	4	2
98.961	791	4	3
98.661	792	3	1
98.811	793	2	1
98.961	794	1	1
99.111	795	3	1
99.111	796	4	1
99.261	797	2	1
99.561	798	2	2
99.861	799	2	3
99.711	800	1	1
99.711	801	3	1
99.861	802	4	1
100.011	803	3	2
100.311	804	3	3
100.161	805	2	1
100.311	806	1	1
100.311	807	4	1
100.454	808	2	1
100.604	809	4	1
100.754	810	3	1
100.904	811	1	1
100.904	812	2	1
101.354	813	3	1
101.504	814	2	1
101.504	815	4	1
101.804	816	1	1
102.104	817	2	1
102.104	818	4	1
102.254	819	3	1
102.404	820	1	1
102.554	821	4	1
102.704	822	1	1
102.704	823	2	1
102.854	824	3	1
103.154	825	3	2
103.604	826	3	3
103.304	827	4	1
103.304	828	1	1
103.454	829	2	1
103.604	830	1	1
103.754	831	4	1
103.904	832	1	1
103.904	833	2	1
104.054	834	3	1
104.204	835	2	1
104.204	836	4	1
104.354	837	1	1
104.504	838	4	1
104.504	839	3	1
104.654	840	2	1
104.804	841	4	1
104.804	842	1	1
104.954	843	3	1
105.104	844	1	1
105.104	845	2	1
105.254	846	4	1
105.404	847	3	1
105.404	848	1	1
105.554	849	2	1
105.704	850	4	1
105.704	851	1	1
105.854	852	3	1
106.004	853	4	1
106.154	854	1	1
106.154	855	2	1
106.304	856	3	1
106.454	857	1	1
106.604	858	4	1
106.604	859	3	1
106.754	860	2	1
106.904	861	4	1
106.904	862	1	1
107.054	863	3	1
107.204	864	2	1
107.354	865	1	2
107.654	866	1	3
107.354	867	4	1
107.654	868	3	1
107.804	869	1	1
107.804	870	4	1
107.954	871	2	1
108.104	872	3	1
108.254	873	4	2
108.554	874	4	3
108.254	875	1	1
108.554	876	2	1
108.704	877	1	1
108.704	878	4	1
108.854	879	2	1
109.004	880	4	1
109.004	881	3	1
109.304	882	1	1
109.304	883	4	2
109.604	884	4	3
109.604	885	1	1
109.604	886	2	1
109.754	887	3	2
110.054	888	3	3
110.054	889	1	2
110.354	890	1	3
110.204	891	4	1
110.204	892	2	1
110.354	893	3	2
110.654	894	3	3
110.654	895	2	1
110.804	896	4	1
110.804	897	1	1
111.104	898	3	1
111.254	899	2	1
111.404	900	4	1
111.404	901	3	1
111.554	902	2	1
111.704	903	3	1
111.704	904	1	1
111.854	905	4	1
112.004	906	2	1
112.154	907	3	2
112.454	908	3	3
112.154	909	1	1
112.454	910	1	1
112.604	911	2	1
112.604	912	4	1
112.748	913	1	1
112.893	914	3	1
113.047	915	2	2
113.347	916	2	3
113.047	917	4	1
113.347	918	4	1
113.497	919	3	1
113.497	920	1	1
113.641	921	2	1
113.794	922	1	1
113.794	923	4	1
114.111	924	4	2
114.411	925	4	3
114.111	926	3	1
114.411	927	1	1
114.411	928	2	1
114.561	929	4	1
114.711	930	1	1
114.711	931	2	1
114.861	932	3	2
115.161	933	3	3
115.011	934	2	1
115.011	935	4	1
115.161	936	1	2
115.461	937	1	3
115.311	938	4	1
115.311	939	3	1
115.611	940	1	1
115.611	941	2	1
115.761	942	4	1
115.911	943	3	1
115.911	944	2	1
116.061	945	4	1
116.061	946	1	1
116.211	947	3	1
116.211	948	2	1
116.511	949	4	2
116.811	950	4	3
116.511	951	1	1
116.811	952	3	1
116.811	953	2	1
116.961	954	1	2
117.261	955	1	3
117.261	956	3	1
117.411	957	1	1
117.411	958	4	2
117.711	959	4	3
117.711	960	2	1
117.861	961	1	2
118.161	962	1	3
118.011	963	2	1
118.011	964	4	1
118.161	965	3	1
118.311	966	2	2
118.611	967	2	3
118.611	968	4	1
118.611	969	1	1
118.911	970	3	1
118.911	971	4	2
119.211	972	4	3
119.211	973	1	1
119.211	974	2	1
119.361	975	3	2
119.661	976	3	3
119.661	977	1	2
119.961	978	1	3
119.811	979	2	1
119.811	980	4	1
119.961	981	3	2
120.261	982	3	3
120.261	983	2	1
120.411	984	1	1
120.411	985	4	1
120.711	986	4	1
120.711	987	2	1
120.861	988	3	1
121.011	989	1	1
121.011	990	2	1
121.161	991	3	1
121.311	992	4	1
121.311	993	1	1
121.461	994	3	1
121.611	995	2	1
121.761	996	3	2
122.061	997	3	3
121.761	998	4	1
122.061	999	2	1
122.211	1000	4	1
122.211	1001	1	1
122.361	1002	2	1
122.511	1003	3	1
122.661	1004	2	2
122.961	1005	2	3
122.661	1006	1	1
122.961	1007	3	1
123.111	1008	4	1
123.111	1009	1	1
123.261	1010	2	1
123.411	1011	1	1
123.411	1012	3	1
123.711	1013	2	2
124.011	1014	2	3
123.711	1015	4	1
124.011	1016	3	1
124.161	1017	1	1
124.161	1018	4	2
124.461	1019	4	3
124.461	1020	2	1
124.611	1021	1	1
124.611	1022	4	1
124.761	1023	3	2
125.211	1024	3	3
124.911	1025	1	1
124.911	1026	2	1
125.211	1027	2	1
125.211	1028	4	1
125.511	1029	1	1
125.511	1030	3	1
125.811	1031	4	1
125.811	1032	3	1
126.111	1033	2	1
126.111	1034	4	2
126.411	1035	4	3
126.261	1036	2	1
126.411	1037	3	1
126.411	1038	1	1
126.561	1039	2	2
126.861	1040	2	3
126.861	1041	3	1
127.011	1042	4	1
127.011	1043	1	2
127.461	1044	1	3
127.311	1045	3	1
127.461	1046	3	1
127.611	1047	4	2
127.911	1048	4	3
127.611	1049	1	1
127.911	1050	2	2
128.211	1051	2	3
128.061	1052	3	1
128.211	1053	1	1
128.211	1054	4	2
128.511	1055	4	3
128.511	1056	1	1
128.661	1057	1	1
128.811	1058	4	1
128.811	1059	3	2
129.111	1060	3	3
129.111	1061	2	1
129.261	1062	3	1
129.411	1063	1	2
129.711	1064	1	3
129.411	1065	4	1
129.711	1066	3	1
129.861	1067	3	1
130.011	1068	1	1
130.011	1069	2	1
130.311	1070	3	1
130.461	1071	2	1
130.611	1072	1	1
130.611	1073	4	2
130.911	1074	4	3
130.911	1075	1	1
131.061	1076	1	1
131.211	1077	3	2
131.511	1078	3	3
131.211	1079	4	1
131.511	1080	1	1
131.511	1081	2	1
131.511	1082	4	1
131.811	1083	3	1
131.811	1084	1	1
131.811	1085	2	1
132.111	1086	4	1
132.111	1087	3	1
132.111	1088	1	1
132.411	1089	1	1
132.411	1090	2	1
132.561	1091	4	2
133.011	1092	4	3
132.561	1093	3	2
133.011	1094	3	3
132.711	1095	2	1
133.011	1096	1	1
133.011	1097	2	1
133.311	1098	3	1
133.311	1099	1	2
133.611	1100	1	3
133.461	1101	3	1
133.611	1102	4	1
133.611	1103	2	1
133.761	1104	3	2
134.061	1105	3	3
134.061	1106	1	1
134.211	1107	4	2
134.511	1108	4	3
134.211	1109	3	1
134.511	1110	2	1
134.661	1111	2	1
134.811	1112	3	2
135.411	1113	3	3
134.811	1114	4	1
135.111	1115	1	1
135.261	1116	2	1
135.411	1117	4	1
135.411	1118	1	1
135.711	1119	3	1
135.711	1120	1	2
136.011	1121	1	3
135.861	1122	3	1
136.011	1123	2	1
136.011	1124	4	1
136.161	1125	3	2
136.461	1126	3	3
136.461	1127	2	1
136.611	1128	1	1
136.611	1129	4	2
137.061	1130	4	3
136.911	1131	2	1
137.061	1132	2	1
137.211	1133	1	2
137.511	1134	1	3
137.211	1135	4	1
137.511	1136	3	2
137.811	1137	3	3
137.661	1138	2	1
137.811	1139	4	1
137.811	1140	1	2
138.111	1141	1	3
138.111	1142	4	1
138.261	1143	4	1
138.411	1144	1	1
138.411	1145	2	2
138.711	1146	2	3
138.711	1147	3	1
138.861	1148	2	1
139.011	1149	4	2
139.311	1150	4	3
139.011	1151	1	1
139.311	1152	1	1
139.461	1153	1	1
139.611	1154	4	1
139.611	1155	3	1
139.911	1156	1	1
139.911	1157	2	1
140.061	1158	3	1
140.211	1159	1	1
140.361	1160	3	1
140.511	1161	4	1
140.511	1162	2	1
140.818	1163	3	1
140.818	1164	1	1
141.118	1165	3	1
141.118	1166	2	1
141.411	1167	4	1
141.411	1168	1	1
141.561	1169	3	1
141.711	1170	1	1
141.711	1171	2	1
142.011	1172	1	2
142.311	1173	1	3
142.011	1174	3	1
142.311	1175	4	2
142.611	1176	4	3
142.311	1177	2	1
142.611	1178	2	1
142.611	1179	3	2
142.911	1180	3	3
142.911	1181	4	2
143.211	1182	4	3
142.911	1183	1	2
143.211	1184	1	3
143.211	1185	2	1
143.361	1186	1	2
143.661	1187	1	3
143.361	1188	3	2
143.661	1189	3	3
143.511	1190	4	1
143.661	1191	2	1
143.811	1192	1	2
144.111	1193	1	3
143.811	1194	4	2
144.111	1195	4	3
144.111	1196	3	1
144.261	1197	4	2
144.561	1198	4	3
144.261	1199	2	2
144.561	1200	2	3
144.411	1201	1	1
144.561	1202	3	1
144.711	1203	2	1
144.711	1204	1	1
144.861	1205	3	1
145.011	1206	4	1
145.011	1207	1	1
145.161	1208	2	1
145.161	1209	3	1
145.311	1210	4	1
145.311	1211	1	1
145.461	1212	3	1
145.600	1213	2	1
145.750	1214	3	1
145.750	1215	4	1
145.900	1216	2	1
146.045	1217	3	1
146.195	1218	4	1
146.195	1219	1	1
146.495	1220	3	1
146.495	1221	2	1
146.795	1222	1	2
147.095	1223	1	3
147.095	1224	2	1
147.095	1225	4	1
147.245	1226	3	2
147.545	1227	3	3
147.395	1228	2	1
147.695	1229	1	1
147.695	1230	4	1
147.845	1231	2	1
147.995	1232	3	1
148.145	1233	2	1
148.145	1234	1	1
148.295	1235	3	1
148.445	1236	2	1
148.609	1237	1	1
148.609	1238	4	1
148.900	1239	3	1
149.050	1240	2	1
149.194	1241	1	1
149.194	1242	4	1
149.494	1243	1	1
149.494	1244	3	1
149.644	1245	2	1
