Song Name	Revolutionary Etude (Hard) by Frederic Chopin (Performed by Rousseau)
1.785	7	2	1
1.889	8	1	1
1.993	9	4	1
2.097	10	3	1
2.201	11	2	1
2.305	12	1	1
2.410	13	4	1
2.514	14	3	1
2.618	15	2	1
2.722	16	1	1
2.826	17	4	1
2.930	18	3	1
3.035	19	2	1
3.139	20	1	1
3.243	21	4	1
3.347	22	3	1
3.451	23	2	1
3.555	24	1	1
3.660	25	4	1
3.764	26	3	1
3.868	27	2	1
3.972	28	1	1
4.107	29	2	1
4.107	30	3	1
4.107	31	4	1
4.548	32	1	1
4.548	33	2	1
4.548	34	4	1
4.769	35	1	1
4.769	36	3	1
4.769	37	4	1
5.099	38	4	1
5.210	39	3	1
5.320	40	2	1
5.430	41	1	1
5.541	42	4	1
5.651	43	3	1
5.761	44	2	1
5.871	45	1	1
5.982	46	4	1
6.092	47	3	1
6.202	48	2	1
6.313	49	1	1
6.423	50	4	1
6.533	51	3	1
6.644	52	2	1
6.754	53	1	1
6.864	54	4	1
6.974	55	3	1
7.085	56	2	1
7.195	57	1	1
7.305	58	4	1
7.416	59	3	1
7.526	60	2	1
7.636	61	1	1
7.746	62	2	1
7.746	63	3	1
7.746	64	4	1
8.204	65	1	1
8.204	66	2	1
8.204	67	4	1
8.433	68	1	1
8.433	69	3	1
8.433	70	4	1
8.948	71	4	1
9.062	72	3	1
9.177	73	2	1
9.291	74	1	1
9.349	75	4	1
9.459	76	3	1
9.569	77	2	1
9.679	78	1	1
9.790	79	4	1
9.900	80	3	1
10.010	81	2	1
10.121	82	1	1
10.231	83	4	1
10.280	84	3	1
10.380	85	2	1
10.501	86	1	1
10.602	87	4	1
10.703	88	3	1
10.805	89	2	1
10.906	90	1	1
11.007	91	4	1
11.109	92	3	1
11.210	93	2	1
11.311	94	1	1
11.413	95	4	1
11.514	96	3	1
11.615	97	2	1
11.717	98	1	1
11.818	99	4	1
11.919	100	3	1
12.021	101	2	1
12.122	102	1	1
12.240	103	3	1
12.240	104	4	1
12.344	105	2	1
12.448	106	3	1
12.552	107	1	1
12.656	108	4	1
12.760	109	3	1
12.865	110	2	1
12.969	111	1	1
13.073	112	3	1
13.073	113	4	1
13.185	114	2	1
13.298	115	3	1
13.411	116	1	1
13.524	117	4	1
13.636	118	3	1
13.749	119	2	1
13.862	120	1	1
13.975	121	3	1
13.975	122	4	1
14.093	123	2	1
14.211	124	3	1
14.330	125	1	1
14.418	126	4	1
14.507	127	3	1
14.596	128	2	1
14.685	129	1	1
14.785	130	4	1
14.886	131	3	1
14.987	132	2	1
15.087	133	1	1
15.188	134	4	1
15.289	135	3	1
15.389	136	2	1
15.484	137	3	1
15.484	138	4	1
15.686	139	1	1
15.788	140	2	1
15.889	141	3	1
15.990	142	4	1
16.092	143	3	1
16.193	144	2	1
16.294	145	1	1
16.396	146	2	1
16.497	147	3	1
16.598	148	4	1
16.700	149	3	1
16.801	150	2	1
16.902	151	1	1
17.004	152	2	1
17.105	153	1	1
17.105	154	3	1
17.198	155	4	1
17.291	156	3	1
17.384	157	2	1
17.477	158	1	1
17.570	159	2	1
17.664	160	3	1
17.757	161	4	1
17.850	162	3	1
17.943	163	2	1
17.943	164	4	1
18.036	165	1	1
18.129	166	4	1
18.223	167	1	1
18.223	168	2	1
18.316	169	3	1
18.409	170	1	1
18.409	171	4	1
18.502	172	2	1
18.595	173	3	1
18.688	174	2	1
18.782	175	1	1
18.782	176	4	1
18.875	177	3	1
18.968	178	1	1
18.968	179	4	1
19.061	180	2	1
19.154	181	3	1
19.247	182	4	1
19.341	183	3	1
19.434	184	2	1
19.527	185	1	1
19.620	186	2	1
19.713	187	3	1
19.806	188	1	1
19.900	189	2	1
19.993	190	4	1
20.086	191	1	1
20.086	192	2	1
20.188	193	1	1
20.188	194	2	1
20.290	195	4	1
20.392	196	3	1
20.494	197	1	1
20.596	198	2	1
20.698	199	3	1
20.698	200	4	1
20.800	201	1	1
20.902	202	2	1
21.004	203	3	1
21.106	204	4	1
21.208	205	3	1
21.310	206	2	1
21.412	207	1	1
21.514	208	4	1
21.616	209	1	1
21.616	210	2	1
21.718	211	3	1
21.820	212	4	1
21.922	213	1	1
21.922	214	2	1
22.014	215	3	1
22.107	216	1	1
22.107	217	4	1
22.199	218	2	1
22.292	219	3	1
22.384	220	2	1
22.477	221	1	1
22.477	222	4	1
22.570	223	3	1
22.662	224	1	1
22.662	225	4	1
22.755	226	2	1
22.847	227	3	1
22.940	228	4	1
23.033	229	3	1
23.125	230	2	1
23.218	231	1	1
23.310	232	2	1
23.403	233	3	1
23.501	234	1	1
23.600	235	2	1
23.699	236	4	1
23.797	237	1	1
23.797	238	2	1
23.896	239	1	1
23.896	240	2	1
23.995	241	4	1
24.093	242	3	1
24.192	243	1	1
24.291	244	2	1
24.402	245	3	1
24.402	246	4	1
24.506	247	1	1
24.610	248	2	1
24.714	249	3	1
24.818	250	4	1
24.922	251	3	1
25.027	252	2	1
25.131	253	1	1
25.235	254	2	1
25.235	255	4	1
25.339	256	3	1
25.443	257	1	1
25.547	258	4	1
25.652	259	3	1
25.756	260	2	1
25.860	261	1	1
25.964	262	4	1
26.068	263	2	1
26.068	264	3	1
26.180	265	4	1
26.293	266	1	1
26.406	267	3	1
26.519	268	1	1
26.519	269	2	1
26.631	270	4	1
26.744	271	3	1
26.857	272	2	1
26.970	273	3	1
26.970	274	4	1
27.083	275	1	1
27.195	276	3	1
27.308	277	1	1
27.308	278	2	1
27.421	279	1	1
27.421	280	4	1
27.534	281	2	1
27.646	282	3	1
27.759	283	1	1
27.759	284	4	1
27.872	285	1	1
27.872	286	4	1
27.989	287	2	1
28.106	288	3	1
28.106	289	4	1
28.223	290	2	1
28.340	291	1	1
28.340	292	3	1
28.457	293	4	1
28.575	294	1	1
28.692	295	2	1
28.809	296	3	1
28.809	297	4	1
28.926	298	2	1
29.043	299	1	1
29.043	300	4	1
29.225	301	1	1
29.225	302	2	1
29.354	303	4	1
29.483	304	1	1
29.612	305	3	1
29.612	306	4	1
29.742	307	1	1
29.742	308	2	1
29.841	309	3	1
29.940	310	4	1
30.040	311	1	1
30.139	312	2	1
30.238	313	3	1
30.338	314	4	1
30.437	315	1	1
30.536	316	2	1
30.636	317	3	1
30.735	318	4	1
30.834	319	1	1
30.934	320	2	1
31.033	321	3	1
31.132	322	4	1
31.232	323	1	1
31.232	324	2	1
31.342	325	1	1
31.342	326	2	1
31.449	327	4	1
31.556	328	3	1
31.663	329	2	1
31.770	330	3	1
31.770	331	4	1
31.877	332	1	1
31.984	333	2	1
32.092	334	3	1
32.199	335	4	1
32.306	336	1	1
32.413	337	2	1
32.520	338	3	1
32.627	339	4	1
32.734	340	1	1
32.842	341	2	1
32.949	342	3	1
33.056	343	2	1
33.056	344	4	1
33.265	345	1	1
33.370	346	2	1
33.475	347	3	1
33.580	348	4	1
33.685	349	3	1
33.790	350	2	1
33.895	351	1	1
34.000	352	2	1
34.104	353	3	1
34.209	354	4	1
34.314	355	3	1
34.419	356	2	1
34.524	357	1	1
34.629	358	2	1
34.734	359	1	1
34.734	360	3	1
34.831	361	4	1
34.928	362	3	1
35.026	363	2	1
35.123	364	1	1
35.221	365	2	1
35.318	366	3	1
35.415	367	4	1
35.513	368	1	1
35.513	369	2	1
35.629	370	4	1
35.745	371	3	1
35.861	372	1	1
35.861	373	2	1
35.978	374	1	1
35.978	375	4	1
36.094	376	3	1
36.210	377	2	1
36.326	378	3	1
36.443	379	1	1
36.443	380	4	1
36.584	381	1	1
36.584	382	4	1
36.691	383	2	1
36.798	384	3	1
36.905	385	4	1
37.012	386	3	1
37.119	387	2	1
37.226	388	1	1
37.334	389	2	1
37.441	390	3	1
37.548	391	4	1
37.655	392	3	1
37.762	393	1	1
37.762	394	2	1
37.869	395	1	1
37.869	396	2	1
37.976	397	4	1
38.084	398	3	1
38.191	399	1	1
38.378	400	3	1
38.378	401	4	1
38.489	402	1	1
38.600	403	2	1
38.711	404	3	1
38.822	405	1	1
38.933	406	2	1
39.044	407	4	1
39.155	408	3	1
39.266	409	1	1
39.266	410	2	1
39.378	411	4	1
39.489	412	3	1
39.600	413	1	1
39.600	414	2	1
39.711	415	1	1
39.711	416	4	1
39.822	417	3	1
39.933	418	2	1
40.044	419	3	1
40.155	420	1	1
40.155	421	4	1
40.287	422	1	1
40.287	423	4	1
40.400	424	2	1
40.514	425	3	1
40.627	426	4	1
40.741	427	2	1
40.855	428	1	1
40.968	429	2	1
41.082	430	3	1
41.196	431	4	1
41.309	432	3	1
41.423	433	1	1
41.423	434	2	1
41.537	435	1	1
41.537	436	2	1
41.650	437	4	1
41.764	438	3	1
41.877	439	1	1
42.029	440	3	1
42.029	441	4	1
42.142	442	1	1
42.256	443	2	1
42.369	444	4	1
42.483	445	3	1
42.597	446	2	1
42.710	447	1	1
42.824	448	2	1
42.938	449	3	1
42.938	450	4	1
43.051	451	1	1
43.165	452	2	1
43.279	453	3	1
43.392	454	4	1
43.506	455	3	1
43.619	456	2	1
43.790	457	1	1
43.790	458	2	1
43.909	459	3	1
44.028	460	4	1
44.147	461	1	1
44.266	462	2	1
44.385	463	3	1
44.504	464	1	1
44.504	465	2	1
44.623	466	4	1
44.742	467	1	1
44.742	468	3	1
44.861	469	4	1
44.980	470	1	1
44.980	471	2	1
45.099	472	3	1
45.218	473	4	1
45.337	474	1	1
45.456	475	2	1
45.456	476	3	1
45.575	477	4	1
45.694	478	1	1
45.694	479	3	1
45.809	480	2	1
45.924	481	3	1
45.924	482	4	1
46.040	483	1	1
46.155	484	2	1
46.270	485	3	1
46.386	486	1	1
46.386	487	4	1
46.501	488	2	1
46.617	489	1	1
46.617	490	4	1
46.742	491	3	1
46.867	492	1	1
46.867	493	2	1
46.992	494	4	1
47.117	495	2	1
47.117	496	3	1
47.242	497	1	1
47.367	498	3	1
47.367	499	4	1
47.492	500	2	1
47.617	501	1	1
47.617	502	4	1
47.725	503	3	1
47.834	504	1	1
47.943	505	2	1
48.051	506	3	1
48.160	507	4	1
48.269	508	1	1
48.377	509	3	1
48.486	510	1	1
48.486	511	2	1
48.595	512	4	1
48.703	513	3	1
48.812	514	2	1
48.921	515	3	1
48.921	516	4	1
49.030	517	1	1
49.138	518	2	1
49.247	519	3	1
49.247	520	4	1
49.356	521	1	1
49.356	522	2	1
49.460	523	4	1
49.565	524	3	1
49.670	525	2	1
49.775	526	1	1
49.880	527	4	1
49.985	528	3	1
50.090	529	2	1
50.195	530	1	1
50.300	531	4	1
50.404	532	3	1
50.509	533	2	1
50.614	534	1	1
50.719	535	4	1
50.824	536	3	1
50.929	537	2	1
51.034	538	1	1
51.034	539	4	1
51.155	540	3	1
51.276	541	2	1
51.398	542	1	1
51.519	543	4	1
51.641	544	3	1
51.762	545	1	1
51.884	546	2	1
52.005	547	3	1
52.127	548	4	1
52.248	549	3	1
52.370	550	1	1
52.370	551	2	1
52.491	552	4	1
52.612	553	1	1
52.734	554	2	1
52.734	555	3	1
52.901	556	3	1
52.901	557	4	1
53.013	558	1	1
53.125	559	2	1
53.238	560	3	1
53.350	561	4	1
53.462	562	3	1
53.575	563	2	1
53.687	564	1	1
53.799	565	2	1
53.912	566	3	1
54.024	567	4	1
54.136	568	3	1
54.249	569	1	1
54.249	570	2	1
54.361	571	4	1
54.474	572	1	1
54.586	573	2	1
54.586	574	3	1
54.754	575	3	1
54.754	576	4	1
54.863	577	1	1
54.972	578	2	1
55.081	579	3	1
55.190	580	4	1
55.299	581	3	1
55.408	582	2	1
55.517	583	1	1
55.626	584	2	1
55.735	585	3	1
55.844	586	4	1
55.954	587	3	1
56.063	588	1	1
56.063	589	2	1
56.172	590	4	1
56.281	591	1	1
56.390	592	2	1
56.390	593	3	1
56.579	594	3	1
56.579	595	4	1
56.693	596	1	1
56.808	597	2	1
56.922	598	3	1
57.037	599	4	1
57.151	600	3	1
57.266	601	2	1
57.380	602	1	1
57.495	603	2	1
57.609	604	3	1
57.724	605	4	1
57.838	606	3	1
57.953	607	1	1
57.953	608	2	1
58.067	609	4	1
58.182	610	1	1
58.296	611	2	1
58.296	612	3	1
58.483	613	3	1
58.483	614	4	1
58.599	615	1	1
58.715	616	2	1
58.831	617	3	1
58.948	618	4	1
59.064	619	3	1
59.180	620	2	1
59.296	621	1	1
59.413	622	2	1
59.529	623	3	1
59.645	624	4	1
59.762	625	3	1
59.878	626	1	1
59.878	627	2	1
59.994	628	4	1
60.110	629	1	1
60.227	630	2	1
60.227	631	3	1
60.388	632	3	1
60.388	633	4	1
60.508	634	2	1
60.628	635	1	1
60.748	636	4	1
60.868	637	1	1
60.988	638	2	1
60.988	639	3	1
61.108	640	4	1
61.228	641	1	1
61.348	642	2	1
61.468	643	3	1
61.588	644	4	1
61.708	645	3	1
61.828	646	1	1
61.828	647	2	1
61.948	648	4	1
62.068	649	1	1
62.188	650	2	1
62.188	651	3	1
62.339	652	3	1
62.339	653	4	1
62.477	654	1	1
62.616	655	4	1
62.755	656	1	1
62.894	657	2	1
62.894	658	3	1
63.172	659	4	1
63.264	660	3	1
63.357	661	2	1
63.450	662	1	1
63.542	663	4	1
63.635	664	3	1
63.727	665	2	1
63.820	666	1	1
63.913	667	4	1
64.005	668	3	1
64.098	669	2	1
64.190	670	1	1
64.283	671	4	1
64.376	672	3	1
64.468	673	2	1
64.561	674	1	1
64.653	675	4	1
64.746	676	3	1
64.839	677	2	1
64.931	678	1	1
65.024	679	4	1
65.116	680	3	1
65.209	681	2	1
65.301	682	1	1
65.394	683	4	1
65.487	684	3	1
65.579	685	2	1
65.672	686	1	1
65.764	687	4	1
65.857	688	3	1
65.950	689	2	1
66.019	690	3	1
66.019	691	4	1
66.126	692	1	1
66.233	693	2	1
66.340	694	3	1
66.447	695	4	1
66.554	696	3	1
66.661	697	2	1
66.769	698	1	1
66.900	699	2	1
66.900	700	3	1
67.014	701	4	1
67.129	702	1	1
67.243	703	2	1
67.358	704	3	1
67.358	705	4	1
67.472	706	1	1
67.587	707	3	1
67.701	708	4	1
67.815	709	1	1
67.815	710	2	1
67.926	711	4	1
68.037	712	3	1
68.148	713	2	1
68.259	714	1	1
68.370	715	4	1
68.481	716	3	1
68.592	717	2	1
68.703	718	1	1
68.703	719	3	1
68.815	720	4	1
68.926	721	1	1
69.037	722	2	1
69.148	723	4	1
69.259	724	3	1
69.370	725	2	1
69.481	726	3	1
69.592	727	1	1
69.592	728	4	1
69.703	729	3	1
69.815	730	2	1
69.926	731	1	1
70.037	732	4	1
70.148	733	3	1
70.259	734	2	1
70.370	735	1	1
70.481	736	2	1
70.481	737	3	1
70.592	738	4	1
70.703	739	1	1
70.815	740	4	1
70.926	741	1	1
70.926	742	2	1
71.037	743	3	1
71.148	744	2	1
71.259	745	4	1
71.370	746	1	1
71.370	747	2	1
71.480	748	4	1
71.590	749	3	1
71.700	750	2	1
71.811	751	1	1
71.921	752	4	1
72.031	753	3	1
72.142	754	2	1
72.252	755	1	1
72.362	756	4	1
72.472	757	2	1
72.583	758	1	1
72.693	759	2	1
72.693	760	3	1
72.693	761	4	1
73.024	762	1	1
73.024	763	2	1
73.024	764	4	1
73.202	765	1	1
73.202	766	3	1
73.202	767	4	1
73.545	768	4	1
73.660	769	3	1
73.774	770	2	1
73.889	771	1	1
74.003	772	4	1
74.118	773	3	1
74.232	774	2	1
74.347	775	1	1
74.461	776	4	1
74.576	777	3	1
74.690	778	2	1
74.805	779	1	1
74.919	780	4	1
75.034	781	3	1
75.148	782	2	1
75.263	783	1	1
75.377	784	4	1
75.492	785	3	1
75.606	786	2	1
75.721	787	1	1
75.835	788	4	1
75.950	789	3	1
76.064	790	2	1
76.179	791	1	1
76.293	792	2	1
76.293	793	3	1
76.293	794	4	1
76.637	795	1	1
76.637	796	2	1
76.637	797	4	1
76.866	798	1	1
76.866	799	3	1
76.866	800	4	1
77.209	801	4	1
77.324	802	3	1
77.438	803	2	1
77.553	804	1	1
77.667	805	4	1
77.782	806	3	1
77.896	807	2	1
78.011	808	1	1
78.125	809	4	1
78.240	810	3	1
78.354	811	2	1
78.469	812	1	1
78.583	813	4	1
78.698	814	3	1
78.811	815	2	1
78.925	816	1	1
79.038	817	4	1
79.152	818	3	1
79.266	819	2	1
79.379	820	1	1
79.493	821	4	1
79.607	822	3	1
79.720	823	2	1
79.834	824	1	1
79.948	825	2	1
79.948	826	3	1
79.948	827	4	1
80.402	828	1	1
80.402	829	2	1
80.402	830	4	1
80.587	831	1	1
80.587	832	3	1
80.587	833	4	1
81.077	834	1	1
81.221	835	4	1
81.365	836	3	1
81.510	837	2	1
81.625	838	1	1
81.740	839	4	1
81.856	840	3	1
81.971	841	2	1
82.087	842	1	1
82.202	843	4	1
82.317	844	3	1
82.433	845	2	1
82.548	846	1	1
82.663	847	4	1
82.779	848	3	1
82.894	849	2	1
83.010	850	1	1
83.125	851	4	1
83.240	852	3	1
83.356	853	2	1
83.471	854	1	1
83.587	855	4	1
83.702	856	3	1
83.817	857	2	1
83.933	858	1	1
84.048	859	4	1
84.163	860	3	1
84.279	861	2	1
84.394	862	1	1
84.510	863	3	1
84.510	864	4	1
84.614	865	2	1
84.718	866	3	1
84.822	867	1	1
84.926	868	4	1
85.030	869	3	1
85.135	870	2	1
85.239	871	1	1
85.343	872	3	1
85.343	873	4	1
85.458	874	2	1
85.573	875	3	1
85.689	876	1	1
85.804	877	4	1
85.919	878	3	1
86.035	879	2	1
86.150	880	1	1
86.266	881	3	1
86.266	882	4	1
86.362	883	2	1
86.458	884	3	1
86.554	885	1	1
86.650	886	4	1
86.746	887	3	1
86.842	888	2	1
86.939	889	1	1
87.035	890	4	1
87.131	891	3	1
87.227	892	2	1
87.323	893	1	1
87.419	894	4	1
87.516	895	3	1
87.612	896	2	1
87.708	897	1	1
87.804	898	3	1
87.804	899	4	1
87.910	900	1	1
88.016	901	2	1
88.123	902	3	1
88.229	903	4	1
88.335	904	3	1
88.442	905	2	1
88.548	906	1	1
88.655	907	2	1
88.761	908	3	1
88.867	909	4	1
88.974	910	3	1
89.080	911	2	1
89.186	912	1	1
89.293	913	3	1
89.399	914	4	1
89.506	915	1	1
89.506	916	2	1
89.613	917	3	1
89.720	918	4	1
89.827	919	3	1
89.934	920	1	1
90.041	921	2	1
90.148	922	3	1
90.309	923	1	1
90.309	924	4	1
90.470	925	3	1
90.577	926	1	1
90.577	927	2	1
90.684	928	4	1
90.791	929	2	1
90.791	930	3	1
90.898	931	1	1
91.006	932	3	1
91.006	933	4	1
91.106	934	1	1
91.106	935	2	1
91.196	936	4	1
91.287	937	3	1
91.378	938	1	1
91.378	939	4	1
91.469	940	1	1
91.469	941	4	1
91.560	942	2	1
91.651	943	3	1
91.742	944	4	1
91.833	945	3	1
91.924	946	2	1
92.015	947	1	1
92.106	948	2	1
92.196	949	3	1
92.287	950	4	1
92.378	951	3	1
92.469	952	1	1
92.560	953	4	1
92.651	954	1	1
92.651	955	2	1
92.793	956	1	1
92.793	957	2	1
92.916	958	4	1
93.040	959	3	1
93.164	960	2	1
93.287	961	3	1
93.287	962	4	1
93.411	963	1	1
93.535	964	2	1
93.658	965	4	1
93.782	966	3	1
93.906	967	1	1
94.030	968	2	1
94.153	969	1	1
94.153	970	3	1
94.277	971	4	1
94.401	972	1	1
94.401	973	2	1
94.524	974	3	1
94.648	975	1	1
94.648	976	2	1
94.772	977	2	1
94.772	978	3	1
94.896	979	3	1
94.896	980	4	1
95.019	981	1	1
95.019	982	4	1
95.143	983	2	1
95.267	984	3	1
95.267	985	4	1
95.390	986	3	1
95.390	987	4	1
95.496	988	1	1
95.602	989	2	1
95.709	990	3	1
95.815	991	4	1
95.921	992	3	1
96.028	993	2	1
96.134	994	1	1
96.241	995	2	1
96.347	996	3	1
96.453	997	4	1
96.560	998	1	1
96.560	999	2	1
96.666	1000	1	1
96.666	1001	2	1
96.772	1002	4	1
96.879	1003	3	1
96.985	1004	1	1
96.985	1005	2	1
97.154	1006	3	1
97.154	1007	4	1
97.260	1008	1	1
97.366	1009	2	1
97.473	1010	3	1
97.579	1011	4	1
97.685	1012	3	1
97.792	1013	2	1
97.898	1014	1	1
98.005	1015	2	1
98.005	1016	4	1
98.111	1017	3	1
98.217	1018	4	1
98.324	1019	1	1
98.430	1020	2	1
98.536	1021	3	1
98.643	1022	1	1
98.643	1023	4	1
98.714	1024	2	1
98.785	1025	3	1
98.856	1026	1	1
98.856	1027	4	1
98.954	1028	2	1
99.053	1029	3	1
99.152	1030	4	1
99.250	1031	2	1
99.349	1032	1	1
99.349	1033	3	1
99.448	1034	4	1
99.546	1035	3	1
99.645	1036	2	1
99.744	1037	1	1
99.744	1038	4	1
99.842	1039	2	1
99.941	1040	3	1
100.040	1041	1	1
100.040	1042	2	1
100.138	1043	4	1
100.237	1044	1	1
100.237	1045	2	1
100.336	1046	3	1
100.434	1047	1	1
100.434	1048	2	1
100.533	1049	4	1
100.632	1050	1	1
100.632	1051	3	1
100.728	1052	4	1
100.824	1053	1	1
100.824	1054	2	1
100.920	1055	1	1
100.920	1056	2	1
101.016	1057	3	1
101.016	1058	4	1
101.112	1059	1	1
101.208	1060	2	1
101.305	1061	4	1
101.401	1062	2	1
101.401	1063	3	1
101.497	1064	4	1
101.593	1065	1	1
101.689	1066	2	1
101.785	1067	3	1
101.785	1068	4	1
101.882	1069	1	1
101.978	1070	3	1
101.978	1071	4	1
102.074	1072	2	1
102.170	1073	3	1
102.170	1074	4	1
102.298	1075	1	1
102.298	1076	2	1
102.426	1077	2	1
102.426	1078	3	1
102.555	1079	3	1
102.555	1080	4	1
102.651	1081	1	1
102.747	1082	2	1
102.843	1083	4	1
102.939	1084	1	1
102.939	1085	3	1
103.052	1086	2	1
103.166	1087	4	1
103.279	1088	3	1
103.393	1089	1	1
103.393	1090	2	1
103.491	1091	3	1
103.589	1092	4	1
103.688	1093	1	1
103.786	1094	2	1
103.884	1095	3	1
103.983	1096	4	1
104.081	1097	1	1
104.179	1098	2	1
104.278	1099	3	1
104.376	1100	4	1
104.474	1101	1	1
104.573	1102	3	1
104.573	1103	4	1
104.671	1104	2	1
104.770	1105	1	1
104.868	1106	4	1
105.020	1107	2	1
105.020	1108	3	1
105.121	1109	1	1
105.223	1110	4	1
105.325	1111	3	1
105.426	1112	1	1
105.528	1113	2	1
105.630	1114	3	1
105.731	1115	4	1
105.833	1116	1	1
105.935	1117	2	1
106.036	1118	3	1
106.138	1119	4	1
106.308	1120	1	1
106.308	1121	2	1
106.408	1122	3	1
106.508	1123	4	1
106.608	1124	1	1
106.708	1125	2	1
106.808	1126	3	1
106.908	1127	4	1
107.008	1128	1	1
107.108	1129	2	1
107.208	1130	3	1
107.308	1131	4	1
107.408	1132	1	1
107.508	1133	2	1
107.608	1134	3	1
107.708	1135	4	1
107.808	1136	3	1
107.908	1137	1	1
107.908	1138	2	1
108.015	1139	3	1
108.122	1140	4	1
108.229	1141	1	1
108.336	1142	2	1
108.443	1143	3	1
108.550	1144	4	1
108.658	1145	3	1
108.765	1146	1	1
108.765	1147	4	1
108.858	1148	3	1
108.951	1149	1	1
108.951	1150	2	1
109.044	1151	4	1
109.137	1152	1	1
109.137	1153	2	1
109.230	1154	4	1
109.324	1155	2	1
109.324	1156	3	1
109.417	1157	1	1
109.510	1158	3	1
109.510	1159	4	1
109.603	1160	2	1
109.696	1161	3	1
109.789	1162	4	1
109.883	1163	1	1
109.883	1164	2	1
109.957	1165	1	1
109.957	1166	2	1
110.064	1167	3	1
110.171	1168	4	1
110.278	1169	1	1
110.385	1170	2	1
110.492	1171	3	1
110.599	1172	4	1
110.707	1173	3	1
110.814	1174	1	1
110.921	1175	2	1
111.028	1176	4	1
111.135	1177	1	1
111.135	1178	2	1
111.242	1179	1	1
111.242	1180	2	1
111.350	1181	4	1
111.458	1182	3	1
111.566	1183	1	1
111.675	1184	3	1
111.675	1185	4	1
111.783	1186	2	1
111.891	1187	1	1
112.000	1188	4	1
112.108	1189	3	1
112.216	1190	1	1
