Song Name	Fur Elise (Hard) by Ludwig van Beethoven (Performed by Rousseau)
24.546	182	3	1
24.711	183	4	1
24.876	184	3	1
25.041	185	4	1
25.206	186	1	1
25.371	187	3	1
25.535	188	2	1
25.700	189	1	2
25.870	190	2	2
26.040	191	3	2
26.040	192	1	3
26.211	193	1	1
26.211	194	2	3
26.381	195	2	1
26.381	196	3	3
26.552	197	3	1
26.722	198	2	2
26.893	199	3	2
27.063	200	4	2
27.063	201	2	3
27.234	202	2	1
27.234	203	3	3
27.404	204	3	1
27.404	205	4	3
27.575	206	4	1
27.745	207	1	2
27.931	208	2	2
28.117	209	3	2
28.117	210	1	3
28.304	211	1	1
28.304	212	2	3
28.490	213	4	1
28.490	214	3	3
28.657	215	3	1
28.825	216	4	1
28.992	217	3	1
29.160	218	4	1
29.327	219	1	1
29.495	220	3	1
29.663	221	2	1
29.830	222	1	2
30.000	223	2	2
30.170	224	3	2
30.170	225	1	3
30.341	226	1	1
30.341	227	2	3
30.511	228	2	1
30.511	229	3	3
30.682	230	3	1
30.852	231	2	2
31.033	232	3	2
31.215	233	4	2
31.215	234	2	3
31.397	235	1	1
31.397	236	3	3
31.579	237	3	1
31.579	238	4	3
31.761	239	2	1
31.942	240	1	2
32.177	241	2	2
32.413	242	3	2
32.413	243	1	3
32.570	244	4	1
32.602	245	2	3
32.759	246	2	1
32.791	247	3	3
32.916	248	3	1
33.074	249	4	2
33.252	250	2	2
33.431	251	3	2
33.431	252	4	3
33.609	253	1	1
33.609	254	2	3
33.788	255	4	1
33.788	256	3	3
33.966	257	2	1
34.145	258	3	2
34.318	259	1	2
34.491	260	2	2
34.491	261	3	3
34.665	262	3	1
34.665	263	1	3
34.838	264	4	1
34.838	265	2	3
35.012	266	3	1
35.185	267	2	2
35.366	268	1	2
35.548	269	3	2
35.548	270	2	3
35.730	271	2	1
35.730	272	1	3
35.912	273	4	1
35.912	274	3	3
36.094	275	3	1
36.275	276	3	2
36.460	277	2	2
36.645	278	4	2
36.645	279	3	3
36.830	280	1	1
36.830	281	2	3
37.015	282	3	1
37.015	283	4	3
37.200	284	1	1
37.386	285	3	1
37.592	286	3	1
37.799	287	1	1
37.799	288	4	1
38.003	289	3	1
38.207	290	4	1
38.380	291	3	1
38.553	292	4	1
38.727	293	3	1
38.900	294	4	1
39.074	295	3	1
39.247	296	4	1
39.414	297	3	1
39.582	298	4	1
39.749	299	3	1
39.917	300	4	1
40.084	301	1	1
40.252	302	3	1
40.420	303	2	1
40.587	304	1	2
40.757	305	2	2
40.927	306	3	2
40.927	307	1	3
41.098	308	1	1
41.098	309	2	3
41.268	310	2	1
41.268	311	3	3
41.439	312	3	1
41.609	313	2	2
41.787	314	3	2
41.966	315	4	2
41.966	316	2	3
42.144	317	2	1
42.144	318	3	3
42.323	319	3	1
42.323	320	4	3
42.501	321	4	1
42.680	322	1	2
42.859	323	2	2
43.037	324	3	2
43.037	325	1	3
43.216	326	1	1
43.216	327	2	3
43.394	328	4	1
43.394	329	3	3
43.565	330	3	1
43.736	331	4	1
43.908	332	3	1
44.079	333	4	1
44.251	334	1	1
44.422	335	3	1
44.594	336	2	1
44.765	337	1	2
44.935	338	2	2
45.105	339	3	2
45.105	340	1	3
45.276	341	1	1
45.276	342	2	3
45.446	343	2	1
45.446	344	3	3
45.617	345	3	1
45.787	346	2	2
45.965	347	3	2
46.144	348	4	2
46.144	349	2	3
46.322	350	1	1
46.322	351	3	3
46.501	352	3	1
46.501	353	4	3
46.679	354	2	1
46.858	355	1	2
47.104	356	2	2
47.351	357	3	2
47.722	358	1	3
47.722	359	2	3
47.722	360	3	3
47.783	361	3	1
47.783	362	4	1
48.018	363	2	1
48.018	364	4	1
48.253	365	1	1
48.253	366	4	1
48.503	367	3	1
48.544	368	2	1
48.586	369	1	1
48.775	370	1	1
48.965	371	2	1
49.155	372	1	1
49.345	373	4	1
49.535	374	2	1
49.630	375	3	1
49.725	376	3	1
49.931	377	1	1
50.138	378	2	1
50.336	379	1	1
50.535	380	4	1
50.734	381	2	1
50.833	382	3	1
50.932	383	3	1
51.131	384	2	1
51.330	385	3	1
51.330	386	4	1
51.528	387	2	1
51.727	388	1	1
51.727	389	3	1
51.926	390	2	1
52.124	391	1	1
52.323	392	3	1
52.522	393	2	1
52.720	394	1	1
52.820	395	2	1
52.919	396	1	1
53.018	397	2	1
53.118	398	3	1
53.217	399	4	1
53.316	400	3	1
53.510	401	1	1
53.705	402	2	1
53.900	403	1	1
54.095	404	2	1
54.290	405	3	1
54.484	406	4	1
54.679	407	1	1
54.874	408	2	1
55.069	409	3	1
55.264	410	1	1
55.264	411	4	1
55.458	412	2	1
55.653	413	1	1
55.653	414	4	2
55.859	415	2	1
55.859	416	4	3
56.066	417	4	2
56.273	418	2	1
56.273	419	4	3
56.480	420	4	2
56.687	421	3	1
56.687	422	4	3
56.790	423	2	1
56.894	424	1	1
56.894	425	3	1
57.003	426	4	1
57.112	427	2	1
57.221	428	4	1
57.331	429	3	1
57.440	430	4	1
57.549	431	1	1
57.549	432	2	1
57.659	433	4	1
57.768	434	2	1
57.768	435	3	1
57.877	436	4	1
57.986	437	1	1
57.986	438	3	1
58.096	439	4	1
58.205	440	1	1
58.205	441	2	2
58.322	442	3	1
58.440	443	4	1
58.440	444	2	3
58.557	445	3	1
58.675	446	1	2
58.675	447	2	1
58.793	448	4	1
58.910	449	3	1
58.910	450	1	3
59.028	451	2	1
59.146	452	1	2
59.146	453	3	1
59.263	454	4	1
59.381	455	3	1
59.381	456	1	3
59.499	457	2	1
59.616	458	1	1
59.616	459	3	1
59.734	460	4	1
59.852	461	2	1
59.969	462	4	1
60.087	463	3	1
60.205	464	4	1
60.322	465	1	1
60.322	466	2	1
60.440	467	4	1
60.557	468	2	1
60.557	469	3	1
60.675	470	4	1
60.793	471	1	1
60.793	472	3	1
60.910	473	4	1
61.027	474	1	1
61.027	475	2	2
61.148	476	3	1
61.269	477	4	1
61.269	478	2	3
61.390	479	3	1
61.511	480	1	2
61.511	481	2	1
61.633	482	4	1
61.754	483	3	1
61.754	484	1	3
61.875	485	2	1
61.996	486	1	2
61.996	487	3	1
62.117	488	4	1
62.239	489	3	1
62.239	490	1	3
62.360	491	2	1
62.481	492	1	2
62.602	493	3	1
62.724	494	4	1
62.846	495	3	1
62.968	496	2	1
63.157	497	3	1
63.340	498	2	1
63.523	499	4	1
63.578	500	1	3
63.786	501	3	1
63.994	502	2	1
64.206	503	4	1
64.525	504	3	1
64.845	505	4	1
66.121	506	2	1
66.381	507	4	1
66.707	508	3	1
67.164	509	4	1
68.468	510	2	1
68.697	511	4	1
68.897	512	3	1
69.097	513	4	1
69.268	514	3	1
69.439	515	4	1
69.611	516	3	1
69.782	517	4	1
69.954	518	3	1
70.125	519	4	1
70.297	520	3	1
70.468	521	4	1
70.639	522	1	1
70.811	523	3	1
70.982	524	2	1
71.122	525	1	2
71.290	526	2	2
71.459	527	3	2
71.459	528	1	3
71.628	529	1	1
71.628	530	2	3
71.797	531	2	1
71.797	532	3	3
71.966	533	3	1
72.135	534	2	2
72.295	535	3	2
72.455	536	4	2
72.455	537	2	3
72.615	538	2	1
72.615	539	3	3
72.774	540	3	1
72.774	541	4	3
72.934	542	4	1
73.093	543	1	2
73.272	544	2	2
73.452	545	3	2
73.452	546	1	3
73.631	547	1	1
73.631	548	2	3
73.811	549	4	1
73.811	550	3	3
73.991	551	3	1
74.171	552	4	1
74.330	553	3	1
74.489	554	4	1
74.648	555	1	1
74.808	556	3	1
74.967	557	2	1
75.127	558	1	2
75.290	559	2	2
75.453	560	3	2
75.453	561	1	3
75.617	562	1	1
75.617	563	2	3
75.780	564	2	1
75.780	565	3	3
75.943	566	3	1
76.107	567	2	2
76.270	568	3	2
76.433	569	4	2
76.433	570	2	3
76.597	571	1	1
76.597	572	3	3
76.760	573	3	1
76.760	574	4	3
76.923	575	2	1
77.087	576	1	2
77.266	577	2	2
77.445	578	3	2
77.445	579	1	3
77.625	580	1	1
77.625	581	2	3
77.804	582	2	1
77.804	583	3	3
77.983	584	3	1
78.163	585	4	2
78.326	586	2	2
78.489	587	3	2
78.489	588	4	3
78.653	589	1	1
78.653	590	2	3
78.816	591	4	1
78.816	592	3	3
78.979	593	2	1
79.143	594	3	2
79.317	595	1	2
79.491	596	2	2
79.491	597	3	3
79.666	598	3	1
79.666	599	1	3
79.840	600	4	1
79.840	601	2	3
80.015	602	3	1
80.189	603	2	2
80.363	604	1	2
80.536	605	3	2
80.536	606	2	3
80.709	607	2	1
80.709	608	1	3
80.883	609	4	1
80.883	610	3	3
81.056	611	3	1
81.230	612	3	2
81.418	613	2	2
81.606	614	4	2
81.606	615	3	3
81.794	616	1	1
81.794	617	2	3
81.982	618	3	1
81.982	619	4	3
82.171	620	1	1
82.359	621	3	1
82.547	622	3	1
82.722	623	1	1
82.722	624	4	1
82.896	625	3	1
83.071	626	4	1
83.246	627	3	1
83.421	628	4	1
83.596	629	3	1
83.771	630	4	1
83.946	631	3	1
84.121	632	4	1
84.286	633	3	1
84.450	634	4	1
84.614	635	3	1
84.779	636	4	1
84.943	637	1	1
85.107	638	3	1
85.271	639	2	1
85.478	640	1	2
85.644	641	2	2
85.811	642	3	2
85.811	643	1	3
85.978	644	1	1
85.978	645	2	3
86.145	646	2	1
86.145	647	3	3
86.312	648	3	1
86.437	649	2	2
86.609	650	3	2
86.782	651	4	2
86.782	652	2	3
86.954	653	2	1
86.954	654	3	3
87.127	655	3	1
87.127	656	4	3
87.299	657	4	1
87.472	658	1	2
87.639	659	2	2
87.806	660	3	2
87.806	661	1	3
87.973	662	1	1
87.973	663	2	3
88.141	664	4	1
88.141	665	3	3
88.308	666	3	1
88.475	667	4	1
88.644	668	3	1
88.813	669	4	1
88.982	670	1	1
89.151	671	3	1
89.320	672	2	1
89.490	673	1	2
89.657	674	2	2
89.824	675	3	2
89.824	676	1	3
89.991	677	1	1
89.991	678	2	3
90.159	679	2	1
90.159	680	3	3
90.326	681	3	1
90.493	682	2	2
90.661	683	3	2
90.828	684	4	2
90.828	685	2	3
90.995	686	1	1
90.995	687	3	3
91.163	688	3	1
91.163	689	4	3
91.341	690	2	1
91.520	691	1	1
91.713	692	4	1
91.907	693	1	1
92.101	694	4	1
92.295	695	1	1
92.489	696	4	1
92.683	697	1	2
92.683	698	2	2
92.873	699	3	1
93.063	700	4	1
93.253	701	3	1
93.443	702	4	1
93.443	703	1	3
93.443	704	2	3
93.633	705	3	1
93.824	706	3	2
93.824	707	4	2
94.016	708	1	1
94.208	709	2	1
94.401	710	1	1
94.593	711	2	1
94.593	712	3	3
94.593	713	4	3
94.785	714	4	1
94.978	715	1	2
94.978	716	4	2
95.178	717	2	1
95.378	718	3	1
95.579	719	2	1
95.579	720	1	3
95.579	721	4	3
95.779	722	1	2
95.779	723	4	2
95.979	724	2	1
96.180	725	2	2
96.180	726	3	2
96.180	727	1	3
96.180	728	4	3
96.373	729	1	1
96.566	730	4	1
96.759	731	1	1
96.952	732	4	1
96.952	733	2	3
96.952	734	3	3
97.145	735	1	1
97.317	736	1	2
97.317	737	3	2
97.513	738	2	1
97.710	739	4	1
97.907	740	2	1
98.104	741	4	1
98.104	742	1	3
98.104	743	3	3
98.301	744	3	1
98.498	745	2	2
98.498	746	4	2
98.694	747	1	1
98.891	748	3	1
99.088	749	1	1
99.088	750	2	3
99.284	751	1	2
99.284	752	2	2
99.481	753	3	1
99.481	754	1	3
99.481	755	2	3
99.678	756	1	2
99.678	757	2	2
99.678	758	4	3
99.879	759	3	1
99.879	760	1	3
99.879	761	2	3
100.080	762	3	2
100.080	763	4	2
100.281	764	2	1
100.281	765	3	3
100.281	766	4	3
100.483	767	2	2
100.483	768	3	2
100.684	769	4	1
100.684	770	2	3
100.684	771	3	3
100.885	772	1	2
100.886	773	2	2
101.089	774	4	1
101.292	775	3	1
101.495	776	4	1
101.699	777	3	1
101.902	778	4	1
101.902	779	1	3
101.902	780	2	3
102.106	781	1	2
102.106	782	2	2
102.306	783	4	1
102.506	784	3	1
102.706	785	4	1
102.906	786	3	1
102.906	787	1	3
102.906	788	2	3
103.106	789	4	1
103.306	790	3	2
103.306	791	4	2
103.499	792	1	1
103.692	793	2	1
103.885	794	1	1
104.078	795	2	1
104.078	796	3	3
104.078	797	4	3
104.271	798	4	1
104.464	799	3	2
104.464	800	4	2
104.666	801	1	1
104.869	802	2	1
105.071	803	1	1
105.071	804	3	3
105.071	805	4	3
105.274	806	3	2
105.274	807	4	2
105.530	808	1	1
105.530	809	3	3
105.530	810	4	3
105.787	811	1	2
105.787	812	4	2
105.992	813	3	1
106.198	814	2	1
106.403	815	3	1
106.609	816	2	1
106.609	817	1	3
106.609	818	4	3
106.814	819	1	1
107.020	820	3	2
107.020	821	4	2
107.222	822	1	1
107.424	823	2	1
107.626	824	1	1
107.828	825	2	1
107.828	826	3	3
107.828	827	4	3
108.030	828	1	1
108.233	829	2	2
108.233	830	3	2
108.427	831	4	1
108.621	832	1	1
108.815	833	4	1
109.009	834	1	2
109.009	835	4	2
109.009	836	2	3
109.009	837	3	3
109.203	838	2	1
109.203	839	1	3
109.203	840	4	3
109.398	841	1	2
109.398	842	3	2
109.608	843	2	1
109.818	844	4	1
110.028	845	2	1
110.028	846	1	3
110.028	847	3	3
110.239	848	1	2
110.239	849	3	2
110.472	850	2	1
110.705	851	4	2
110.705	852	1	3
110.705	853	3	3
110.706	854	2	2
111.377	855	2	3
111.377	856	4	3
112.048	857	2	2
112.927	858	2	3
113.367	859	1	1
113.367	860	4	1
113.497	861	2	1
113.627	862	3	1
113.757	863	1	1
113.887	864	2	1
114.017	865	4	1
114.147	866	1	1
114.147	867	3	1
114.277	868	2	1
114.407	869	3	1
114.538	870	1	1
114.538	871	4	1
114.658	872	2	1
114.778	873	3	1
114.898	874	1	1
115.019	875	2	1
115.139	876	4	1
115.259	877	1	1
115.259	878	3	1
115.380	879	2	1
115.500	880	3	1
115.620	881	1	1
115.620	882	4	1
115.750	883	2	1
115.880	884	3	1
116.010	885	1	1
116.140	886	2	1
116.270	887	4	1
116.400	888	1	1
116.400	889	3	1
116.530	890	2	1
116.660	891	3	1
116.789	892	1	1
116.789	893	4	1
116.933	894	3	1
117.077	895	2	1
117.221	896	4	1
117.383	897	3	1
117.545	898	1	1
117.707	899	4	1
117.869	900	2	1
118.086	901	1	1
118.276	902	3	1
118.466	903	2	1
118.656	904	1	1
118.870	905	4	1
119.119	906	3	1
119.369	907	2	1
119.567	908	1	1
119.810	909	3	1
120.163	910	2	1
120.428	911	4	1
120.693	912	3	1
120.959	913	4	1
121.148	914	1	1
121.337	915	3	1
121.526	916	2	1
121.716	917	1	2
121.885	918	2	2
122.054	919	3	2
122.054	920	1	3
122.224	921	1	1
122.224	922	2	3
122.393	923	2	1
122.393	924	3	3
122.562	925	3	1
122.732	926	2	2
122.893	927	3	2
123.054	928	4	2
123.054	929	2	3
123.216	930	2	1
123.216	931	3	3
123.377	932	3	1
123.377	933	4	3
123.538	934	4	1
123.700	935	1	2
123.876	936	2	2
124.053	937	3	2
124.053	938	1	3
124.230	939	1	1
124.230	940	2	3
124.406	941	4	1
124.406	942	3	3
124.583	943	3	1
124.760	944	4	1
124.921	945	3	1
125.082	946	4	1
125.243	947	1	1
125.404	948	3	1
125.565	949	2	1
125.726	950	1	2
125.891	951	2	2
126.056	952	3	2
126.056	953	1	3
126.221	954	1	1
126.221	955	2	3
126.387	956	2	1
126.387	957	3	3
126.552	958	3	1
126.718	959	2	2
126.887	960	3	2
127.057	961	4	2
127.057	962	2	3
127.227	963	1	1
127.227	964	3	3
127.397	965	3	1
127.397	966	4	3
127.567	967	2	1
127.737	968	1	2
127.909	969	2	2
128.081	970	3	2
128.081	971	1	3
128.254	972	4	1
128.254	973	2	3
128.426	974	2	1
128.426	975	3	3
128.598	976	3	1
128.771	977	4	2
128.943	978	2	2
129.115	979	3	2
129.115	980	4	3
129.288	981	1	1
129.288	982	2	3
129.460	983	4	1
129.460	984	3	3
129.632	985	2	1
129.805	986	3	2
129.974	987	1	2
130.144	988	2	2
130.144	989	3	3
130.314	990	3	1
130.314	991	1	3
130.484	992	4	1
130.484	993	2	3
130.654	994	3	1
130.824	995	2	2
130.996	996	1	2
131.168	997	3	2
131.168	998	2	3
131.340	999	2	1
131.340	1000	1	3
131.512	1001	4	1
131.512	1002	3	3
131.684	1003	3	1
131.857	1004	3	2
132.042	1005	2	2
132.227	1006	4	2
132.227	1007	3	3
132.412	1008	1	1
132.412	1009	2	3
132.597	1010	3	1
132.597	1011	4	3
132.782	1012	1	1
132.967	1013	3	1
133.152	1014	3	1
133.337	1015	1	1
133.337	1016	4	1
133.507	1017	3	1
133.677	1018	4	1
133.848	1019	3	1
134.018	1020	4	1
134.188	1021	3	1
134.359	1022	4	1
134.529	1023	3	1
134.700	1024	4	1
134.867	1025	3	1
135.034	1026	4	1
135.201	1027	3	1
135.369	1028	4	1
135.536	1029	1	1
135.703	1030	3	1
135.870	1031	2	1
136.038	1032	1	2
136.207	1033	2	2
136.377	1034	3	2
136.377	1035	1	3
136.547	1036	1	1
136.547	1037	2	3
136.717	1038	2	1
136.717	1039	3	3
136.887	1040	3	1
137.057	1041	2	2
137.223	1042	3	2
137.388	1043	4	2
137.388	1044	2	3
137.554	1045	2	1
137.554	1046	3	3
137.719	1047	3	1
137.719	1048	4	3
137.885	1049	4	1
138.051	1050	1	2
138.220	1051	2	2
138.389	1052	3	2
138.389	1053	1	3
138.559	1054	1	1
138.559	1055	2	3
138.728	1056	4	1
138.728	1057	3	3
138.897	1058	3	1
139.067	1059	4	1
139.232	1060	3	1
139.397	1061	4	1
139.563	1062	1	1
139.728	1063	3	1
139.894	1064	2	1
140.060	1065	1	2
140.242	1066	2	2
140.424	1067	3	2
140.424	1068	1	3
140.606	1069	1	1
140.606	1070	2	3
140.788	1071	2	1
140.788	1072	3	3
140.970	1073	3	1
141.153	1074	2	2
141.362	1075	3	2
141.572	1076	4	2
141.572	1077	2	3
141.782	1078	1	1
141.782	1079	3	3
142.073	1080	4	3
142.074	1081	3	2
142.430	1082	2	2
142.430	1083	3	3
142.957	1084	1	2
142.957	1085	4	2
142.957	1086	2	3
145.957	1087	1	3
145.957	1088	4	3
